material_id,chem_formula,R$_0$,B,Na_chemenv,num_Na_chemenvs,Na_wyckoff,num_Na_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Na_sites,num_CN_env,num_charge_states,NaX_coordn,NaO_coordn,mean_coordn_Na-X,min_coordn_Na-X,max_coordn_Na-X,mean_coordn_Na-O,min_coordn_Na-O,max_coordn_Na-O,mean_Na_charge,min_Na_charge,max_Na_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_NaO_BondL
mp-2715424,Na6Zr3ZnSi2(PO6)4,2.347373032746092,0.1200405931520169,"Hexagonal bipyramid, Tridiminished icosahedron, Octahedron",3,2a,1,"[6.202426990518935, 5.805131463864435, 7.076146897851459, 6.932508429834107, 7.053641725206863, 6.845107051745365]",1.0,6.652493759836862,AB2C3D4E6F24,3,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Si-Zn-Zr,0.035963905437499,-2.939020182546182,4.1366,6,Triclinic,1,P1,oxide,Na,,"Zn, Zr",,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5893945322191105
mp-2715425,Na3TaSi3SnO12,2.581900398873245,0.0118065907071127,"Square antiprism, Octahedron",2,2a,1,"[7.73770674582034, 7.661425468701831, 7.656114732938017, 7.421566937952415, 7.128213067296834, 7.063103384656726, 7.521763922792828, 7.437096085178608, 7.113802184256826]",1.0,7.41564361439938,ABC3D3E12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Na-O-Si-Sn-Ta,0.017587775583333,-2.861497446073564,3.7104,5,Monoclinic,m,Cc,oxide,Na,,Ta,,Sn,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6060402654111643
mp-2715427,Na6Ta3Ga(SiO4)6,2.5568264241744254,0.027237953402476,"Square antiprism, Octahedron",2,1a,1,"[7.858168390353483, 8.2264970774415, 7.91349253844493, 8.019623167118715, 8.235010127677121, 8.25499442492583, 6.926357666299567, 7.084335525833558, 6.974245719968359, 7.089289948163229, 7.036506464069256, 6.918057562903239, 7.189449320704242, 7.141158504204613, 7.144090891259122, 7.038275212192577, 7.081669839181032, 7.155440794395461]",1.0,7.404814620840879,AB3C6D6E24,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Ga-Na-O-Si-Ta,0.030638863625006,-2.981850323111064,3.4071,5,Triclinic,1,P1,silicate,Na,,Ta,,Ga,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.613549104242956
mp-2715430,Na6ScTa3(SiO4)6,2.295310060527886,0.1422011220569723,"Bicapped octahedron (opposed cap faces), Tridiminished icosahedron, Square-face capped trigonal prism, Octahedron",4,2a,1,"[7.6830526080657755, 6.039943118720956, 7.046217160437196, 7.658546966514014, 6.146403561945746, 6.498754299047994]",1.0,6.845486285788613,AB3C6D6E24,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Sc-Si-Ta,0.022547993208338,-3.099600657131897,3.769999999999999,5,Triclinic,1,P1,silicate,Na,,"Sc, Ta",,,Si,"N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5769082560108822
mp-2715434,Na3MgTi(PO4)3,2.4595768459294063,0.0665842776044211,"Hexagonal bipyramid, Tridiminished icosahedron, Octahedron",3,4a,1,"[6.182879886612067, 7.122304074339876, 6.125402754478205]",1.0,6.476862238476716,ABC3D3E12,3,3,1,"[10.0, 6.0, 8.0]","[10.0, 6.0, 8.0]",8.0,6.0,10.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Ti,0.019320546508331,-2.859388700444992,2.2804,5,Monoclinic,m,Cc,phosphate,Na,Mg,Ti,,,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.612939444251196
mp-2715437,Na6Ta3Al(SiO4)6,2.499542979892626,0.0475108527913921,"Square antiprism, Octahedron",2,1a,1,"[7.902368231347992, 7.897397070143628, 7.95790562509148, 7.602901629410516, 7.385835616671215, 7.4960224519161, 7.022899632515912, 7.231858809163031, 7.115746554024609, 7.403044241745819, 7.280410263772421, 7.157367260245125, 7.066526146621359, 7.046024230702254, 7.083202026017894, 7.221552884129949, 7.261969068833808, 7.367279815590864]",1.0,7.361128419885777,AB3C6D6E24,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-Si-Ta,0.031680965833336,-3.05950948859023,3.3854,5,Triclinic,1,P1,silicate,Na,,Ta,,Al,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.598469595859387
mp-2715439,Na3TaTi(SiO4)3,2.372017070607406,0.072827827319695,"Bicapped octahedron (opposed cap faces), Tridiminished icosahedron, Octahedron",3,4a,1,"[6.754547001233026, 7.313855340821187, 6.3540663891205]",1.0,6.807489577058238,ABC3D3E12,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Si-Ta-Ti,0.020323430666662,-3.075336937865229,3.0239,5,Monoclinic,m,Cc,silicate,Na,,"Ti, Ta",,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.522803711476948
mp-2715443,Na3HfZn(PO4)3,2.316092078005767,0.1417383962880031,"Bicapped octahedron (opposed cap faces), Octahedron",2,2a,1,"[6.852444881417511, 6.690118408399888, 6.678291792590578, 7.276216754172634, 7.02494249556448, 7.175005020875874, 7.266009252304231, 7.427081835542798, 6.96445286009523]",1.0,7.039395922329247,ABC3D3E12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Zn,0.042679225166676,-2.79554473123666,4.3487,5,Monoclinic,m,Cc,phosphate,Na,,"Zn, Hf",,,,"H, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6181524227138424
mp-2715444,Na3MgZr(PO4)3,2.3118454985188306,0.1116182381985945,"Hexagonal bipyramid, Metabidiminished icosahedron, Octahedron",3,4a,1,"[5.838357802934848, 6.590653369847704, 5.634748590850892]",1.0,6.02125325454448,ABC3D3E12,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Zr,0.007972118499997,-2.927305034778324,3.9846,5,Monoclinic,m,Cc,phosphate,Na,Mg,Zr,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.539310150697722
mp-2715445,Na3MgZr(PO4)3,2.355517966594878,0.1266617315952857,"Bicapped octahedron (opposed cap faces), Octahedron",2,2a,1,"[6.594523371988162, 6.412053029097335, 6.402664242766621, 7.077910871331714, 6.9089387075933715, 7.024809842916933, 7.123344307168971, 7.289593948559917, 6.852526351125408]",1.0,6.854040519172048,ABC3D3E12,2,3,1,"[6.0, 8.0, 9.0]","[6.0, 8.0, 9.0]",7.666666666666667,6.0,9.0,7.666666666666667,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Zr,0.008449671291662,-2.926827481986659,4.0712,5,Monoclinic,m,Cc,phosphate,Na,Mg,Zr,,,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6282044303541627
mp-2715446,Na3MgTi(PO4)3,2.4983641409373383,0.0355594075157707,"Bicapped octahedron (opposed cap faces), Octahedron",2,2a,1,"[7.019060412322779, 6.877739467582115, 6.888043567822547, 7.741426473021503, 7.328056858694524, 7.381069768585979, 7.736923315318058, 7.465724146750731, 7.617245445266257]",1.0,7.339476606151611,ABC3D3E12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Ti,0.02038285038333,-2.858326396569992,2.2494,5,Monoclinic,m,Cc,phosphate,Na,Mg,Ti,,,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.574154618699027
mp-2715450,Na6MgZr3Si2(PO6)4,2.379488295777981,0.1036075494789399,"Hexagonal bipyramid, Face-capped octahedron, Tridiminished icosahedron, Octahedron",4,2a,1,"[6.256787929047814, 6.146011734036136, 6.881546205353612, 6.858584321844484, 7.045807512532286, 7.073807867314752]",1.0,6.710424261688179,AB2C3D4E6F24,4,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Mg-Na-O-P-Si-Zr,0.022199383562497,-3.019336027796183,4.1183,6,Triclinic,1,P1,oxide,Na,Mg,Zr,,,Si,"N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.588372663656152
mp-2715451,Na6Y3NbSi2(PO6)4,2.55138054676653,0.0324180562442462,"Hexagonal bipyramid, Square-face capped square prism, Tridiminished icosahedron, Tricapped octahedron (cap faces are aligned), Dodecahedron with triangular faces - p2345 plane normalized, Octahedron, Bicapped octahedron (opposed cap faces)",7,1a,1,"[5.804884527982444, 5.322151094425478, 7.622407636885667, 4.920532915620552, 6.556650313472503, 6.985948390994423, 5.963042050567221, 6.652486266044444, 6.5806385026622625, 6.946719125402288, 7.309883321216014, 6.181629608034155, 6.046044100365887, 7.166158924525741, 7.792740088991847, 6.660456029531746, 6.362221039773913, 6.47888487263623]",0.944,6.51963771161849,AB2C3D4E6F24,7,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-P-Si-Y,0.044882216083328,-3.036156545921182,2.5986,6,Triclinic,1,P1,oxide,Na,,"Y, Nb",,,Si,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.616014995644602
mp-2715457,Na6ScTa3(SiO4)6,2.629316638075669,0.0059131043446722,"Square antiprism, Octahedron",2,1a,1,"[7.2654815676695, 8.34942524011214, 7.416091747018616, 8.086554268765948, 9.022340557436918, 8.88352436244879, 7.074046865000345, 7.204967482884649, 7.100496338783305, 6.963841165822153, 6.942756441127601, 6.821585100705932, 7.582369863627733, 7.508317283602695, 7.478536478809264, 7.030705480077771, 7.070106833046541, 7.133979883665706]",1.0,7.496395942255867,AB3C6D6E24,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Sc-Si-Ta,0.024942038708337,-3.097206611631897,3.4524,5,Triclinic,1,P1,silicate,Na,,"Sc, Ta",,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.641611453043761
mp-2715458,Na3TaSi3GeO12,2.4646338023504666,0.0318964629096999,"Square antiprism, Octahedron",2,4a,1,"[7.462970799418789, 7.258020037457142, 7.853313426785766]",1.0,7.524768087887232,ABC3D3E12,2,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-Na-O-Si-Ta,0.049834140958332,-2.838445282823563,3.4498,5,Monoclinic,m,Cc,oxide,Na,,Ta,,,"Si, Ge","N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.536040936047925
mp-2715459,Na3In2(PO4)3,2.350669459364809,0.1277550005055751,"Tricapped octahedron (cap faces are aligned), Tridiminished icosahedron, Octahedron",3,4a,1,"[5.676038065507045, 6.758463876371018, 6.128067480831079]",1.0,6.187523140903047,A2B3C3D12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,In-Na-O-P,0.020120283625,-2.523950515694991,3.3889,4,Monoclinic,m,Cc,phosphate,Na,,,,In,,"N, O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6169103309636155
mp-2715462,Na6CaHf3Si2(PO6)4,2.4112179979565647,0.0941777935118566,"Face-capped octahedron, Dodecahedron with triangular faces - p2345 plane normalized, Tridiminished icosahedron, Octahedron",4,2a,1,"[7.803640988833353, 4.887999807178112, 5.959291050970872, 5.206103126929193, 6.1814433060613965, 6.581672858976016]",0.833,6.103358523158157,AB2C3D4E6F24,4,4,1,"[5.0, 6.0, 7.0, 8.0]","[5.0, 6.0, 7.0, 8.0]",6.5,5.0,8.0,6.5,5.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Hf-Na-O-P-Si,0.021475243854165,-3.097221144171182,4.5785,6,Triclinic,1,P1,oxide,Na,Ca,Hf,,,Si,"H, C, N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6047259770820004
mp-2715463,Na3In2(PO4)3,3.1203920421446845,-0.2405389818476316,"Bicapped octahedron (opposed cap faces), Face-capped octahedron, Octahedron",3,2a,1,"[6.922000586209491, 8.318746569147654, 6.904671644751698, 7.144218999130322, 7.169188236761567, 7.051083437694104, 7.069629833155172, 7.298339048120725, 6.9594651219969865]",1.0,7.204149275218636,A2B3C3D12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,In-Na-O-P,0.023005532083333,-2.521065267236658,3.4267,4,Monoclinic,m,Cc,phosphate,Na,,,,In,,"N, O, P",I,,,,"B $\in$ [-1, -0.1]",Negative B,2.63473317696352
mp-2715465,Na3InGa(PO4)3,2.8862247511922057,-0.1563016417942804,"Hexagonal bipyramid, Face-capped octahedron, Pentagonal bipyramid, Octahedron, Bicapped octahedron (opposed cap faces)",5,1a,1,"[6.847826118500599, 8.302470076815895, 8.192349983809578, 8.113410411202576, 5.87779588665463, 4.59985652114209, 6.9496072046500315, 7.00190695819505, 7.073537384561365, 6.715985705997368, 7.250614404196155, 7.154311311892496, 6.92816923196047, 7.018995548554492, 7.384676906950584, 6.623096873172152, 7.191660646823666, 7.8517280644899525]",0.944,7.05988884664273,ABC3D3E12,5,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Ga-In-Na-O-P,0.029941974166666,-2.535973036528325,3.5346,5,Triclinic,1,P1,phosphate,Na,,,,"Ga, In",,"N, O, P",I,,,,"B $\in$ [-1, -0.1]",Negative B,2.5706414018203243
mp-2715466,Na3AlIn(PO4)3,2.457171354153359,0.0413890288655155,"Hexagonal bipyramid, Square-face bicapped trigonal prism, Tridiminished icosahedron, Octahedron, Bicapped octahedron (opposed cap faces)",5,1a,1,"[4.396171376022857, 7.060489182812421, 6.642205969545685, 8.866712192147522, 6.269223252718515, 6.250776525378823, 7.363853077954714, 7.053019482268192, 5.931725544341456, 7.81549458046815, 6.102503877678726, 6.927172193792084]",0.917,6.723278937927429,ABC3D3E12,5,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,Al-In-Na-O-P,0.030937199541671,-2.690187449361658,3.8286,5,Triclinic,1,P1,phosphate,Na,,,,"Al, In",,"N, O, P",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.539267707338116
mp-2715468,Na3HfZrSi2PO12,2.4492316600270474,0.076391082278936,"Hexagonal bipyramid, Tridiminished icosahedron, Octahedron",3,1a,1,"[6.593786733538397, 6.216831689085914, 6.254346183745143, 5.952427401047347, 6.85429013433921, 6.9614623837652125, 6.708088496990447, 6.594016124020502, 6.184971051208539, 6.046182000810196, 6.069026301355705, 6.257620701165485]",1.0,6.3910874334226735,ABCD2E3F12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-O-P-Si-Zr,0.005706109937502,-3.171468183564039,4.4903,6,Triclinic,1,P1,oxide,Na,,"Zr, Hf",,,Si,"H, N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6021517645149506
mp-2715471,Na3CaZr(PO4)3,2.355128189132873,0.1405912213654993,"Hexagonal bipyramid, Bicapped octahedron (opposed cap faces), Octahedron",3,2a,1,"[6.317763101138155, 6.167320316377992, 6.120887076964313, 7.161930475985599, 6.873326517829619, 6.976336361753936, 7.314917204122024, 7.301120347287786, 6.807995994048949]",1.0,6.782399710612042,ABC3D3E12,3,4,1,"[4.0, 6.0, 7.0, 8.0]","[4.0, 6.0, 7.0, 8.0]",6.25,4.0,8.0,6.25,4.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-P-Zr,0.030762781041668,-2.961908288069992,3.7604,5,Monoclinic,m,Cc,phosphate,Na,Ca,Zr,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.643105849391215
mp-2715472,Na3ZrScSi(PO6)2,2.509533736765321,0.0326612077253563,"Hexagonal bipyramid, Tridiminished icosahedron, Octahedron",3,4a,1,"[5.94521827037596, 6.615601053204177, 5.89317509040035]",1.0,6.15133147132683,ABCD2E3F12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-P-Sc-Si-Zr,0.023958575,-3.084951495171181,4.0502,6,Monoclinic,m,Cc,oxide,Na,,"Sc, Zr",,,Si,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5895709361399133
mp-2715474,Na3Si2Sn2PO12,2.6280305601081926,-0.0197665592488175,"Square antiprism, Octahedron",2,6a,1,"[7.5764131181139085, 7.408592373490594, 7.245318396447807]",1.0,7.410107962684104,AB2C2D3E12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Na-O-P-Si-Sn,0.041164965958334,-2.58126954243904,2.9473000000000003,5,Monoclinic,m,Cc,oxide,Na,,,,Sn,Si,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5953518725619875
mp-2715475,Na3TaTi(SiO4)3,2.531617035173769,0.0233591106500863,"Bicapped octahedron (opposed cap faces), Square antiprism, Octahedron",3,2a,1,"[6.962208867192523, 6.727674649936231, 6.758518665236666, 7.490481669836726, 7.6346734426331295, 7.725534859231871, 7.40143926125485, 7.764547901997884, 7.294562459076846]",1.0,7.30662686404408,ABC3D3E12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-O-Si-Ta-Ti,0.019296829874994,-3.076363538656898,3.0575,5,Monoclinic,m,Cc,silicate,Na,,"Ti, Ta",,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.57882486711683
mp-2715478,Na3TiNb(SiO4)3,2.6161571817612974,-0.0072948312678259,"Bicapped octahedron (opposed cap faces), Square antiprism, Octahedron",3,2a,1,"[6.8847011180218844, 6.733832664555617, 6.740452697724976, 7.543720475029588, 7.494001899842173, 7.614376170138409, 7.52047522454634, 7.78000131455236, 7.2538116713339065]",1.0,7.285041470638362,ABC3D3E12,3,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Na-Nb-O-Si-Ti,0.029761584249999,-3.011356401540231,2.881199999999999,5,Monoclinic,m,Cc,silicate,Na,,"Ti, Nb",,,Si,"N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.601237230122185
mp-2715479,Na3MgSn(PO4)3,2.4749245571260867,0.0536967546682316,"Hexagonal bipyramid, Tridiminished icosahedron, Octahedron",3,4a,1,"[6.298124987390887, 6.856407815421757, 5.924661175959515]",1.0,6.359731326257386,ABC3D3E12,3,3,1,"[6.0, 8.0, 9.0]","[6.0, 8.0, 9.0]",7.666666666666667,6.0,9.0,7.666666666666667,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",GGA,Mg-Na-O-P-Sn,0.013625770958324,-2.644980366403325,2.555599999999999,5,Monoclinic,m,Cc,phosphate,Na,Mg,,,Sn,,"N, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.600928732654737
mp-2715480,Na9CaTa5(SiO4)9,2.3632337191237767,0.1166234733725984,"Metabidiminished icosahedron, Face-capped octahedron, Pentagonal bipyramid, Square-face capped trigonal prism, Tridiminished icosahedron, Dodecahedron with triangular faces - p2345 plane normalized, Octahedron, Bicapped octahedron (opposed cap faces), Square antiprism",9,1a,1,"[7.040573908526439, 8.980880493890398, 6.210836943489303, 7.138440046849127, 9.007395970261033, 6.180990101664937, 5.646103110845779, 5.336220794018686, 7.283333221679293, 5.711876892886527, 5.34406517684802, 7.344298500125103, 8.822525570191948, 6.769069756780867, 8.807592382114777, 8.793524183938645, 6.777704898347276, 8.445587956322006, 5.765917471735051, 6.798261680691478, 5.5312751100868205, 7.008933808173482, 5.55961194829576, 6.493333232553561, 5.45890539422251, 6.499633092827294, 5.755677008120507, 5.909315568137356, 5.882981952513674, 6.92848646586584, 7.577156562502638, 5.508335778427459, 5.744498001751243, 6.88805083894552, 7.828945354391085, 5.786634735893971, 7.240381963700456, 5.6172571015716315, 6.85775135097064, 7.227630864199503, 5.275355305069382, 6.846987603871459, 6.938898853790648, 7.775318266336612, 7.7300587167347405, 5.214338700506313, 5.920865708917145, 6.147921789672694, 5.243479012383388, 7.953171437644954, 4.742359221039502, 4.691847812628556, 5.325551467907354, 6.209880691885526]",0.963,6.583815366347146,AB5C9D9E36,9,5,1,"[10.0, 6.0, 7.0, 8.0, 9.0]","[10.0, 6.0, 7.0, 8.0, 9.0]",8.0,6.0,10.0,8.0,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ca-Na-O-Si-Ta,0.0292877805,-3.059722726456896,3.093,5,Triclinic,1,P1,silicate,Na,Ca,Ta,,,Si,"C, N, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5995864024967643
mp-2715481,Na3HfNb(SiO4)3,2.447143093698076,0.0508406230846104,"Bicapped octahedron (opposed cap faces), Tridiminished icosahedron, Octahedron",3,4a,1,"[6.603157782667861, 7.235245520612844, 6.488329489709235]",1.0,6.775577597663314,ABC3D3E12,3,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Hf-Na-Nb-O-Si,0.015154862833327,-3.104056398331896,2.9774000000000003,5,Monoclinic,m,Cc,silicate,Na,,"Nb, Hf",,,Si,"H, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.5608073785861656
mp-2715482,Na3YAl(PO4)3,2.49724683037039,0.0465027078292783,"Hexagonal bipyramid, Square-face bicapped trigonal prism, Tricapped octahedron (cap faces are aligned), Dodecahedron with triangular faces - p2345 plane normalized, Octahedron, Bicapped octahedron (opposed cap faces), Tricapped triangular prism (two square-face caps and one triangular-face cap)",7,1a,1,"[3.7170753667221392, 6.963279135512873, 6.421476222922216, 8.81300217790211, 6.4998520302536, 5.848825720721356, 7.667652027653317, 7.232435601603002, 7.776520697093746, 7.906403672646997, 8.329062058420963, 6.772475572123185]",0.917,6.995671690297958,ABC3D3E12,7,4,1,"[6.0, 7.0, 8.0, 9.0]","[6.0, 7.0, 8.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Al-Na-O-P-Y,0.037319219427084,-2.958209718778325,4.6678000000000015,5,Triclinic,1,P1,phosphate,Na,,Y,,Al,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.59096332094822
