material_id,chem_formula,R$_0$,B,Sr_chemenv,num_Sr_chemenvs,Sr_wyckoff,num_Sr_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Sr_sites,num_CN_env,num_charge_states,SrX_coordn,SrO_coordn,mean_coordn_Sr-X,min_coordn_Sr-X,max_coordn_Sr-X,mean_coordn_Sr-O,min_coordn_Sr-O,max_coordn_Sr-O,mean_Sr_charge,min_Sr_charge,max_Sr_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_SrO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-727395,SrLaMnSbO6,2.508185593837146,0.11085822938588166,Square-face bicapped trigonal prism,1,4a,1,[2.6071223076509282],0.0,2.6071223076509282,ABCDE6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.6922011055442203,GGA_U,La-Mn-O-Sb-Sr,0.016999577802084002,-2.8178345975431043,2.0708,5,Monoclinic,m,Pc,oxide,None,Sr,Mn,None,None,Sb,"O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-729560,Sr20P12Br(O16F)3,2.0453965499104747,0.4532714743410741,"Pentagonal bipyramid, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized, Tricapped triangular prism (three square-face caps)",4,"3d, 1b, 1c",3,"[4.038270183735136, 1.97445133637647, 3.816518509959048, 1.969477068996643, 2.839042590214031, 3.095882504963051, 2.817257980709429, 3.223288359271307, 3.133254730337977, 3.184695398426661, 3.173750465087341, 3.054449951426872, 4.158745011953567, 2.054612079786044, 1.9671800995319662, 1.8201358508058552, 4.175805027945854, 2.652553714165669, 2.445998513117876, 3.197547721439356, 3.016462370336498, 3.166752605976289, 3.223512196963477, 3.176325263609573]",0.0,2.9739987306306666,AB3C12D20E48,4,4,1,"[6.0, 6.0, 6.0, 9.0]","[6.0, 6.0, 6.0, 9.0]",6.75,6.0,9.0,6.75,6.0,9.0,2.0,2.0,2.0,1.5,1,2,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals",2.6727521077324807,GGA,Br-F-O-P-Sr,0.006140850654734,-3.389378454294218,4.7303000000000015,5,Trigonal,3,P3,fluoride,None,Sr,None,None,None,B,"O, P, S","F, Br",None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-735022,SrPHO4,2.5845010844019267,0.07391375936969329,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,8c,1,"[4.962839759128869, 3.7030964134450333]",0.0,4.332968086286951,ABCD4,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.715058512226971,GGA,H-O-P-Sr,0.00063541303573,-2.8163297435204093,5.387399999999999,4,Orthorhombic,mmm,Pbca,oxide,None,Sr,None,None,None,None,"H, O, P, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-735565,Sr11LaFe6(MoO6)6,2.4347364071868625,0.23013954948448873,Cuboctahedron,1,1a,1,"[0.597307192115858, 0.542021121012887, 0.7112663955499411, 0.643989491512559, 0.664481179349507, 0.7091986117001161, 0.606714137540412, 0.5889951219992721, 0.6127257273368321, 0.6002684507735561, 0.635771478325686]",0.0,0.6284308097469661,AB6C6D11E36,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Nonmetals, Transition Metals",2.84644339655005,GGA_U,Fe-La-Mo-O-Sr,0.008511953097232001,-2.556132028916667,0.628699999999999,5,Triclinic,1,P1,oxide,None,Sr,"Fe, Mo",None,None,None,"O, S",F,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-746739,SrFe3P4HO16,2.5547359815053503,0.11156874647973052,Square-face bicapped trigonal prism,1,4e,1,[6.101640507323909],1.0,6.101640507323909,ABC3D4E16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.688893521574959,GGA_U,Fe-H-O-P-Sr,0.006548621499974001,-2.475343513792856,2.3865,5,Monoclinic,2/m,P2_1/c,oxide,None,Sr,Fe,None,None,None,"H, O, P, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-752537,Sr2HfO4,0.608007880195324,1.6627166477142326,Square-face capped trigonal prism,1,4h,1,[1.090748705625536],0.0,1.090748705625536,AB2C4,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.603378111468171,GGA,Hf-O-Sr,0.046417888571426,-3.461492487142862,3.4581,3,Orthorhombic,mmm,Pbam,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,B > 1,Positive B
mp-752581,Sr2HfO4,2.01959316919977,0.6129183974420565,Square-face capped trigonal prism,1,8d,1,[3.987956056106646],0.0,3.987956056106646,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.7927089939262384,r2SCAN,Hf-O-Sr,0.014312722142857,-3.493597653571431,3.988599999999999,3,Tetragonal,4/mmm,I4_1/acd,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-752691,Sr3Hf2O7,1.588794662107102,0.8668083318519881,"Square-face capped trigonal prism, Cuboctahedron",2,"2b, 4f",2,"[3.98688585283547, 1.2257791265572051]",0.0,2.6063324896963374,A2B3C7,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.780231359548066,r2SCAN,Hf-O-Sr,0.008783198333333,-3.588120920833335,4.2495,3,Orthorhombic,mmm,Ccce,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-753070,Sr3Rh2O7,1.7753599958352049,0.6361347589793448,"Face-capped octahedron, Cuboctahedron",2,"2b, 4f",2,"[3.980800083882507, 1.5216497054101321]",0.0,2.7512248946463194,A2B3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.625201079765961,r2SCAN,O-Rh-Sr,0.009400350520829001,-2.212790678333333,0.0,3,Orthorhombic,mmm,Ccce,oxide,None,Sr,Rh,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-753175,SrH2(SeO3)2,2.8025994498443008,-0.055526724420934225,Square-face monocapped antiprism,1,2i,1,[4.819223382897294],0.0,4.819223382897294,AB2C2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.6610544885454948,GGA,H-O-Se-Sr,0.008737890227282,-1.736838292017045,4.179,4,Triclinic,-1,P-1,oxide,None,Sr,None,None,None,None,"H, O, S, Se",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-753181,SrCu2O3,1.5429110342958796,1.0159437788705232,Cube,1,2a,1,[3.7279629530310183],0.0,3.7279629530310183,AB2C3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.5877481838082783,GGA,Cu-O-Sr,0.027010696666668003,-1.5206832650000002,0.0,3,Orthorhombic,mmm,Pmmn,oxide,None,Sr,Cu,None,None,None,"C, O, S",None,None,None,None,B > 1,Positive B
mp-753353,Sr4LiCu(CO5)2,2.2555653790520678,0.313304508558513,Bicapped square prism (opposite faces),1,4h,1,[5.00490759657815],1.0,5.00490759657815,ABC2D4E10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.674252894830409,GGA,C-Cu-Li-O-Sr,0.0,-2.527014836574074,0.9619000000000001,5,Tetragonal,-42m,I-42m,oxide,Li,Sr,Cu,None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-753375,Sr3Ir2O7,1.6897325366012261,0.7062881703257644,"Face-capped octahedron, Cuboctahedron",2,"2b, 4f",2,"[1.8718839331877541, 3.8899562748786813]",0.0,2.8809201040332177,A2B3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.6328659499347156,r2SCAN,Ir-O-Sr,0.017280907499999002,-2.209847710833334,0.0,3,Orthorhombic,mmm,Ccce,oxide,None,Sr,Ir,None,None,None,"O, S",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-753433,SrLiLa3MnO8,4.125511705880704,-0.9242835501338552,Tricapped triangular prism (three square-face caps),1,4c,1,[3.046633636458962],0.0,3.046633636458962,ABCD3E8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.7114416539052915,GGA_U,La-Li-Mn-O-Sr,0.020087179497023003,-3.209048819018884,1.708,5,Orthorhombic,mmm,Cmcm,oxide,Li,Sr,Mn,None,None,None,"O, S",None,None,La,None,"B $\in$ [-1, -0.1]",Negative B
mp-753769,Sr3Li3La5O12,2.04752404924582,0.4779701833007266,Square-face capped trigonal prism,1,"1b, 1a",2,"[0.92853102716858, 2.118629538554651, 1.126207042339425]",0.0,1.3911225360208854,A3B3C5D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",2.666835255434217,GGA,La-Li-O-Sr,0.039704809402173004,-3.272470985000001,3.118699999999999,4,Monoclinic,m,Pm,oxide,Li,Sr,None,None,None,None,"O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-753864,Sr2Li2Nb4O13,2.5016592182447726,0.1596585547256587,Cuboctahedron,1,2e,1,[0.049296748185553005],0.0,0.049296748185553005,A2B2C4D13,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.7903715979260966,GGA,Li-Nb-O-Sr,0.027410544047615,-3.089025292936508,1.424799999999999,4,Tetragonal,4/mmm,I4/mmm,oxide,Li,Sr,Nb,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-754322,Sr2CuO4,2.350714956593259,0.20237706279402196,Tricapped triangular prism (three square-face caps),1,2e,1,[3.868477874141833],0.0,3.868477874141833,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Nonmetals, Transition Metals",2.6357110456186312,r2SCAN,Cu-O-Sr,0.0167033275,-2.030147008571429,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Sr,Cu,None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-754346,SrLiLa3MnO8,3.2718151448842647,-0.39183272123028734,Tricapped triangular prism (three square-face caps),1,1a,1,[2.680457601557396],0.0,2.680457601557396,ABCD3E8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.681472590038648,GGA_U,La-Li-Mn-O-Sr,0.026097512354166002,-3.203038486161741,1.6477,5,Orthorhombic,mm2,Amm2,oxide,Li,Sr,Mn,None,None,None,"O, S",None,None,La,None,"B $\in$ [-1, -0.1]",Negative B
mp-754505,SrTaNO2,2.6614510242061113,0.10714979158139601,Cuboctahedron,1,1b,1,"[0.06789905142025, 0.050121771049145, 0.07707385804649]",0.0,0.06503156017196167,ABCD2,1,3,1,"[10.0, 6.0, 8.0]","[10.0, 6.0, 8.0]",8.0,6.0,10.0,8.0,6.0,10.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.8817617305940395,GGA,N-O-Sr-Ta,0.016304431333331003,-2.734088363133334,0.8129000000000001,4,Monoclinic,m,Pm,nitrite,None,Sr,Ta,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-754521,Sr(IO3)2,1.7656484829141674,0.6734372775362186,Trigonal-face bicapped square antiprism,1,2e,1,[5.929443141098808],1.0,5.929443141098808,AB2C6,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals",2.7526148027855024,r2SCAN,I-O-Sr,0.0,-1.5432830833333342,3.5261,3,Monoclinic,2/m,C2/c,iodate,None,Sr,None,None,None,None,"O, S",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-754761,Sr2HfO4,4.619049961191747,-1.0297424520926062,Square-face monocapped antiprism,1,8i,1,[4.135829527101261],0.0,4.135829527101261,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.798772193232597,r2SCAN,Hf-O-Sr,0.009573952500002,-3.498336423214287,3.905599999999999,3,Tetragonal,4/mmm,P4_2/ncm,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,B < -1,Negative B
mp-755078,Sr2Ti6N2O11,2.2396392057756467,0.35446701982249335,"Cube, Bicapped square prism (adjacent faces)",2,1a,1,"[2.627153729004932, 3.470428489987687]",0.0,3.0487911094963094,A2B2C6D11,2,2,1,"[10.0, 4.0]","[10.0, 4.0]",7.0,4.0,10.0,7.0,4.0,10.0,2.0,2.0,2.0,1.5,1,2,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.788355102540179,GGA,N-O-Sr-Ti,0.030885230654758,-3.184132717857141,1.758,4,Monoclinic,m,Cm,oxide,None,Sr,Ti,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-755082,Sr3(AsO4)2,2.1310971709714295,0.41096714301274356,"Icosahedron, Bicapped square prism (adjacent faces)",2,"2c, 1a",2,"[1.9825968568285801, 7.926251027780619]",0.5,4.9544239423046,A2B3C8,2,2,1,"[10.0, 6.0]","[10.0, 6.0]",8.0,6.0,10.0,8.0,6.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.7089491986726317,r2SCAN,As-O-Sr,0.0,-2.517652289615385,3.785999999999999,3,Trigonal,-3m,R-3m,oxide,None,Sr,None,None,None,As,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-755326,Sr3WO6,0.9280837005825724,1.39415196768651,"Square-face bicapped trigonal prism, Octahedron",2,"2b, 4e",2,"[0.27689456186307804, 3.152632561490273]",0.0,1.7147635616766754,AB3C6,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.6361206787977087,r2SCAN,O-Sr-W,0.0,-3.009926146499997,3.4987,3,Monoclinic,2/m,P2_1/c,oxide,None,Sr,W,None,None,None,"O, S",None,None,None,None,B > 1,Positive B
mp-755441,SrTaNO2,0.9990770366202938,0.8901065019813672,Cuboctahedron,1,"1b, 1a",2,"[0.690296124565551, 0.7873237345285331, 0.8814136111792891, 0.7893172785615351]",0.0,0.7870876872087271,ABCD2,1,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.8630694027438546,GGA,N-O-Sr-Ta,0.006096150000001001,-2.744296644466666,0.977399999999999,4,Monoclinic,m,Pm,nitrite,None,Sr,Ta,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-756170,Sr3LiTa4(O6F)2,2.268929679147517,0.2875562854185514,Hexagonal bipyramid,1,3e,1,[2.222402902116908],0.0,2.222402902116908,AB2C3D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.6791846735878724,GGA,F-Li-O-Sr-Ta,0.038040132387866,-3.443908982848485,0.0,5,Trigonal,-3m,R-3m,fluoride,Li,Sr,Ta,None,None,None,"O, S",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-756354,SrSc2O4,1.8729915461657929,0.5445792016917004,Square-face bicapped trigonal prism,1,2c,1,[1.135459580496583],0.0,1.135459580496583,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.6410192548656886,GGA,O-Sc-Sr,0.025977938214284003,-3.621396075,2.7653,3,Orthorhombic,mmm,Cmcm,oxide,None,Sr,Sc,None,None,None,"O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-756580,SrLu2O4,1.7689334261269767,0.6558838062782082,Square-face bicapped trigonal prism,1,2c,1,[1.187928026029385],0.0,1.187928026029385,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals",2.6986738347711743,GGA,Lu-O-Sr,0.031506373214284004,-3.74742923440476,3.3411,3,Orthorhombic,mmm,Cmcm,oxide,None,Sr,None,None,None,None,"O, S",None,None,Lu,None,"B $\in$ [0.5, 1]",Positive B
mp-756684,Sr2Li2Nb3O10,1.3635129601556595,0.8393109413266382,Cuboctahedron,1,2c,1,[0.060846320526556],0.0,0.060846320526556,A2B2C3D10,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.843348028343654,GGA,Li-Nb-O-Sr,0.006927576397059001,-3.083964506862746,0.0,4,Orthorhombic,mm2,Fmm2,oxide,Li,Sr,Nb,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-756781,Sr3Li2Nb4O13,1.211838214984794,0.9176400779480796,Cuboctahedron,1,"1b, 2e",2,"[0.07201989555591501, 0.000626755121861]",0.0,0.036323325338888005,A2B3C4D13,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.8589455917790594,GGA,Li-Nb-O-Sr,0.016636630795439002,-3.10072950598485,0.0,4,Tetragonal,4/mmm,I4/mmm,oxide,Li,Sr,Nb,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-756810,Sr3Ta4(O6F)2,2.578331617684997,0.09212229853972266,Hexagonal bipyramid,1,3e,1,[2.007022136062564],0.0,2.007022136062564,A2B3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2,2,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.718239007292568,GGA,F-O-Sr-Ta,0.015872981904758002,-3.577772882349206,3.4334,4,Trigonal,-3m,R-3m,fluoride,None,Sr,Ta,None,None,None,"O, S",F,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-756854,Sr2LiNb3O10,2.078708631757215,0.43238985657440904,Cuboctahedron,1,2c,1,[0.15711023734516402],0.0,0.15711023734516402,AB2C3D10,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.8406762247302155,GGA,Li-Nb-O-Sr,0.04279021390625801,-3.136871192083334,1.7653,4,Monoclinic,2,C2,oxide,Li,Sr,Nb,None,None,None,"N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-756936,Sr3Li4La5O12,2.1171905111840013,0.40510660589465336,Square-face capped trigonal prism,1,"1b, 1a",2,"[1.107779455004691, 1.173040255704869, 1.242212504833975]",0.0,1.1743440718478448,A3B4C5D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Nonmetals",2.6373508976551028,GGA,La-Li-O-Sr,0.036251301927083,-3.138616057013889,0.0,4,Monoclinic,m,Pm,oxide,Li,Sr,None,None,None,None,"O, S",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-757102,Sr2RhO4,0.49283417871551893,1.7234999159379683,Square-face capped trigonal prism,1,4f,1,"[3.882361435306194, 3.88271769147344]",0.0,3.882539563389817,AB2C4,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.619272683866548,r2SCAN,O-Rh-Sr,0.0,-2.365510500357143,0.0,3,Tetragonal,4/mmm,I4_1/acd,oxide,None,Sr,Rh,None,None,None,"O, S",None,None,None,None,B > 1,Positive B
mp-757149,Sr2Hf7O16,2.6521228275982067,-0.037001706174230604,Cube,1,2c,1,[2.21679008096694],0.0,2.21679008096694,A2B7C16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.5860572211726907,r2SCAN,Hf-O-Sr,0.006496895600001,-3.827730160400001,4.4407,3,Trigonal,-3,R-3,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-757304,Sr16V12O39,2.6064323918541565,0.08192840080859005,"Cuboctahedron, Diminished icosahedron, Tricapped triangular prism (three square-face caps)",3,1a,1,"[3.406616114970953, 0.085310476360375, 0.08825419097187001, 3.472915603936377, 5.300409040809363, 3.34302340643886, 3.343093308725139, 5.302153837860997, 3.439434075072673, 0.085066854915854, 0.08105774871757901, 3.437021273212055, 5.302802029297964, 3.366473438473977, 5.287743125322657, 3.362441250033612]",0.25,3.0439884859450195,A12B16C39,3,3,1,"[11.0, 12.0, 9.0]","[11.0, 12.0, 9.0]",10.666666666666666,9.0,12.0,10.666666666666666,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.7421888716237564,GGA_U,O-Sr-V,0.0,-2.94485501380597,0.6957,3,Triclinic,1,P1,oxide,None,Sr,V,None,None,None,"O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-757407,Sr2Tl2O5,2.1729667268964494,0.34853585287970557,"Square-face bicapped trigonal prism, Octahedron",2,4e,1,"[0.5317108338778951, 1.668910420978277]",0.0,1.100310627428086,A2B2C5,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.5779079896713153,r2SCAN,O-Sr-Tl,0.006879436666665,-1.826016812777778,1.2395,3,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,Tl,None,"O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-757723,SrH4(SO4)3,2.455059332103029,0.14683168178367917,Tricapped triangular prism (three square-face caps),1,2i,1,[1.7155419441785442],0.0,1.7155419441785442,AB3C4D12,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals",2.6732730566592133,GGA,H-O-S-Sr,0.0,-1.893575892625,5.865600000000001,4,Triclinic,-1,P-1,sulfate,None,Sr,None,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-758049,Sr12Fe8O27,2.821841974881744,-0.08108012218851014,"Diminished icosahedron, Tricapped triangular prism (three square-face caps)",2,2i,1,"[3.462876641203033, 3.507321573975978, 5.251401420359834, 3.4897887526267173, 5.246051891540417, 3.502097716533899]",0.333,4.07658966603998,A8B12C27,2,2,1,"[11.0, 9.0]","[11.0, 9.0]",10.0,9.0,11.0,10.0,9.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.6751374562833696,r2SCAN,Fe-O-Sr,0.0,-2.432952483510637,0.0,3,Triclinic,-1,P-1,oxide,None,Sr,Fe,None,None,None,"O, S",F,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-758069,Sr18Co12O35,2.269138170920476,0.2900885204258523,"Tricapped triangular prism (three square-face caps), Square-face capped trigonal prism, Bicapped square prism (adjacent faces), Face-capped octahedron, Square-face capped square prism",5,"2b, 1a",2,"[2.640900620890698, 3.579370084865758, 6.10344174428494, 6.058191715280861, 3.475756207624632, 2.730160946067221, 2.575135959859651, 1.457113395894997, 1.4463797805470722, 1.723044640599669, 1.705084352780799, 2.531019054466777]",0.167,3.002133208596923,A12B18C35,5,3,1,"[10.0, 7.0, 9.0]","[10.0, 7.0, 9.0]",8.666666666666666,7.0,10.0,8.666666666666666,7.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.698232667097051,GGA_U,Co-O-Sr,0.025814824076921,-2.2960764651538472,0.035299999999999006,3,Monoclinic,m,Cm,oxide,None,Sr,Co,None,None,None,"C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
