material_id,chem_formula,R$_0$,B,Ba_chemenv,num_Ba_chemenvs,Ba_wyckoff,num_Ba_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ba_sites,num_CN_env,num_charge_states,BaX_coordn,BaO_coordn,mean_coordn_Ba-X,min_coordn_Ba-X,max_coordn_Ba-X,mean_coordn_Ba-O,min_coordn_Ba-O,max_coordn_Ba-O,mean_Ba_charge,min_Ba_charge,max_Ba_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_BaO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1022809,Ba4NbFeO8,2.3761466381609915,0.3424310517730925,"Square-face monocapped antiprism, Diminished icosahedron, Square-face capped trigonal prism, Octahedron",4,4e,1,"[3.1871319685472352, 4.455391663541335, 4.969120433306857, 5.028729176085104]",0.25,4.410093310370133,ABC4D8,4,4,1,"[11.0, 6.0, 7.0, 9.0]","[11.0, 6.0, 7.0, 9.0]",8.25,6.0,11.0,8.25,6.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.872769872275229,r2SCAN,Ba-Fe-Nb-O,0.0,-2.904453096607131,2.7302,4,Monoclinic,2/m,P2_1/c,oxide,None,Ba,"Fe, Nb",None,None,B,"N, O",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1023127,Ba4Cu3PbO9,2.840710361255459,0.03944517843280737,Tridiminished icosahedron,1,8e,1,[4.707761864594883],0.0,4.707761864594883,AB3C4D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.900118589518076,GGA,Ba-Cu-O-Pb,0.036735735765931005,-1.99420982382353,0.0,4,Cubic,m-3m,Pm-3n,oxide,None,Ba,Cu,None,Pb,B,"C, O, P",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1025237,Ba2RuO4,2.989039111920975,-0.10921054251581949,Tricapped triangular prism (three square-face caps),1,2e,1,[3.9376431676746053],0.0,3.9376431676746053,AB2C4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.809893141649169,r2SCAN,Ba-O-Ru,0.0006041192857160001,-2.391290938571427,0.0,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,Ru,None,None,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-10350,BaNdCuBO5,3.3913650166746985,-0.3619909896780579,Cuboctahedron,1,2a,1,[2.690264660027852],0.0,2.690264660027852,ABCDE5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.8844427232087235,GGA,B-Ba-Cu-Nd-O,0.0,-2.8401014112962963,0.0,5,Tetragonal,4mm,P4bm,oxide,None,Ba,Cu,None,None,B,"C, N, O",None,None,Nd,None,"B $\in$ [-1, -0.1]",Negative B
mp-1040443,KBaBiTeO6,0.7344211044294633,1.2945921315905637,Cuboctahedron,1,2e,1,[0.6444332867044671],0.0,0.6444332867044671,ABCDE6,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.983246743893256,GGA,Ba-Bi-K-O-Te,0.0,-2.074538539391667,1.561499999999999,5,Monoclinic,2/m,P2_1/m,oxide,K,Ba,None,None,Bi,"B, Te",O,None,None,None,None,B > 1,Positive B
mp-1041433,Ba2YMn3O8,2.313148412172447,0.32259548357259166,Cuboctahedron,1,4g,1,[0.557779019827195],0.0,0.557779019827195,AB2C3D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9498214791655415,GGA_U,Ba-Mn-O-Y,0.012953956332921,-2.674676511699507,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Ba,"Mn, Y",None,None,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1047361,Ba2YTi3O8,2.535472666860541,0.18624828668320842,Cuboctahedron,1,2h,1,[0.165346033774805],0.0,0.165346033774805,AB2C3D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9030552630879227,GGA,Ba-O-Ti-Y,0.030726523816944,-3.396952527142857,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Ba,"Ti, Y",None,None,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1047835,Ba2YV3O8,2.272130637759191,0.36279659791582786,Cuboctahedron,1,4q,1,[0.6048052111404211],0.0,0.6048052111404211,AB2C3D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.985299601992884,GGA_U,Ba-O-V-Y,0.026680467910709,-2.9163942757142873,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Ba,"V, Y",None,None,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1048321,Ba2YMn3O7,3.48447797152503,-0.30399730764099897,Bicapped square prism (adjacent faces),1,2r,1,[1.812750459140161],0.0,1.812750459140161,AB2C3D7,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9581672022387804,GGA_U,Ba-Mn-O-Y,0.043806251875004004,-2.6392984414456233,0.0,4,Orthorhombic,mmm,Pmmm,oxide,None,Ba,"Mn, Y",None,None,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1076090,BaSr7(Fe2O5)4,1.6583257889007101,0.771378674215466,Tricapped triangular prism (three square-face caps),1,1a,1,"[4.3412380165621585, 4.3797742258540815, 4.598705161060542, 4.5335261149685895]",0.0,4.463310879611343,AB7C8D20,1,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.800138651479745,GGA_U,Ba-Fe-O-Sr,0.008373284272067,-2.354682297777777,0.7341000000000001,4,Triclinic,1,P1,oxide,None,"Sr, Ba",Fe,None,None,B,"O, S",F,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1076181,BaSr7Mn2(Fe3O10)2,1.8352579152711055,0.6498033213527294,"Square-face monocapped antiprism, Tricapped triangular prism (three square-face caps)",2,1a,1,"[4.236665423274609, 4.14412095408458, 4.324160148314598, 4.075736741070403]",0.0,4.195170816686048,AB2C6D7E20,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.81520972695017,GGA_U,Ba-Fe-Mn-O-Sr,0.031109679675927003,-2.3833106376628352,0.0,5,Triclinic,1,P1,oxide,None,"Sr, Ba","Mn, Fe",None,None,B,"O, S",F,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1076439,Ba2Co2O5,3.051738520825515,-0.12605894975734805,Tricapped triangular prism (three square-face caps),1,4c,1,[3.240850073196791],0.0,3.240850073196791,A2B2C5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.8409002346451606,GGA_U,Ba-Co-O,0.039498351944452004,-2.054551607222222,0.0,3,Orthorhombic,mm2,Ima2,oxide,None,Ba,Co,None,None,B,"C, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1076473,BaSr7MnFe7O20,1.5507462354536188,0.8358695546383068,Tricapped triangular prism (three square-face caps),1,1a,1,"[4.275084164284118, 4.264043799270849, 4.446136250900718, 4.365452681126157]",0.0,4.337679223895461,ABC7D7E20,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.811009334218728,GGA_U,Ba-Fe-Mn-O-Sr,0.021118598527818,-2.367917162859195,0.0,5,Triclinic,1,P1,oxide,None,"Sr, Ba","Mn, Fe",None,None,B,"O, S",F,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1078409,Ba2LaBiO6,1.333131111088702,1.3366374752940726,Diminished icosahedron,1,2i,1,[6.688176595624173],1.0,6.688176595624173,ABC2D6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",2.9523892238947878,GGA,Ba-Bi-La-O,0.0,-2.788171481500001,1.827799999999999,4,Monoclinic,2/m,C2/m,oxide,None,Ba,None,None,Bi,B,O,None,None,La,None,B > 1,Positive B
mp-1095485,BaGe(PO4)2,3.742510640404678,-0.4562318908013939,Pentagonal antiprism,1,1c,1,[5.253082233002257],1.0,5.253082233002257,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.9477803313264985,GGA,Ba-Ge-O-P,0.0,-2.799973547857142,4.1615,4,Monoclinic,2/m,C2/m,phosphate,None,Ba,None,None,None,"B, Ge","O, P",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1096779,Ba4Ce(CuO3)3,2.85890721983574,0.03594699511210743,Tridiminished icosahedron,1,8e,1,[4.692110899240333],0.0,4.692110899240333,AB3C4D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.9130462414264398,GGA,Ba-Ce-Cu-O,0.017613775882355,-2.444313205294118,0.6774999999999991,4,Cubic,m-3m,Pm-3n,oxide,None,Ba,Cu,None,None,B,"C, O",None,None,Ce,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1096815,Ba3Ta4NbO15,2.9441948668461864,-0.060518639824991304,"Square-face capped hexagonal prism, Cuboctahedron",2,"4g, 2a",2,"[0.010230631174324, 11.640591819472627]",0.5,5.825411225323475,AB3C4D15,2,2,1,"[12.0, 6.0]","[12.0, 6.0]",9.0,6.0,12.0,9.0,6.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.8574683073296483,GGA,Ba-Nb-O-Ta,0.0007597260489200001,-3.387424732362319,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,None,Ba,"Nb, Ta",None,None,B,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1096845,BaAgO2,3.102163548445338,-0.302509324773741,Octahedron,1,2e,1,[3.415354433502037],0.0,3.415354433502037,ABC2,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.747150462326216,GGA,Ag-Ba-O,0.034410407500000004,-1.716207567916666,0.7334,3,Monoclinic,2/m,C2/m,oxide,None,Ba,Ag,None,None,B,O,None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1096858,Ba3TaNb4O15,2.9548115282737575,-0.06046243319993867,no_data,1,no_data,1,no_data,0.0,no_data,AB3C4D15,2,2,1,"[12.0, 6.0]","[12.0, 6.0]",9.0,6.0,12.0,9.0,6.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.869891770151154,GGA,Ba-Nb-O-Ta,0.00022375702176000002,-3.254193587492754,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,None,Ba,"Nb, Ta",None,None,B,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1098017,Ba3NaEu3(Si3O10)2,2.594035537988993,0.19928583120214324,"Square-face capped trigonal prism, Square-face capped square prism",2,"2b, 4c",2,"[5.190512243851557, 5.016586124058649]",1.0,5.103549183955103,AB3C3D6E20,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.856562515418244,GGA,Ba-Eu-Na-O-Si,0.032058624659082005,-3.292202161405434,0.0,5,Orthorhombic,mm2,Ama2,oxide,Na,Ba,None,None,None,"B, Si","N, O, S",None,None,Eu,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1099862,BaSr7Fe6(CoO10)2,2.85612270947216,-0.02061531618011555,Tricapped triangular prism (three square-face caps),1,1a,1,"[3.8948612910712, 3.745334439800141, 4.207557655979246, 4.071384521826396]",0.0,3.979784477169246,AB2C6D7E20,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.8249321193073644,GGA_U,Ba-Co-Fe-O-Sr,0.024924716145801003,-2.284640144652778,0.0,5,Triclinic,1,P1,oxide,None,"Sr, Ba","Fe, Co",None,None,B,"C, O, S",F,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1099904,Ba2Mn2O5,1.5995897285221237,0.9021526015881187,Square-face bicapped square antiprism,1,4c,1,[6.449800111333643],1.0,6.449800111333643,A2B2C5,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9102102141959114,GGA_U,Ba-Mn-O,0.0272906075,-2.454368419540229,0.0,3,Orthorhombic,mm2,Ima2,oxide,None,Ba,Mn,None,None,B,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1101629,Ba8Bi4O17,2.636843849749517,0.19149783410741186,"Square-face bicapped trigonal prism, Cuboctahedron, Square pyramid, Bicapped square prism (opposite faces), Octahedron",5,"2b, 1a",2,"[1.592134512772203, 2.651973019659139, 4.4829099236510555, 0.264573529803912, 0.703408043331313]",0.0,1.9389998058435243,A4B8C17,5,4,1,"[10.0, 5.0, 6.0, 8.0]","[10.0, 5.0, 6.0, 8.0]",7.25,5.0,10.0,7.25,5.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.974100658269849,GGA,Ba-Bi-O,0.022675270229886003,-2.337711358103448,1.3327,3,Tetragonal,4mm,I4mm,oxide,None,Ba,None,None,Bi,B,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1102308,BaSn(PO4)2,4.30901748501688,-0.7719250597356252,Pentagonal antiprism,1,1a,1,[4.980769580595119],0.0,4.980769580595119,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals",2.9752583465203584,GGA,Ba-O-P-Sn,0.0,-2.8299908278571433,3.703499999999999,4,Monoclinic,2/m,C2/m,phosphate,None,Ba,None,None,Sn,B,"O, P, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-1103801,Ba2U(PO5)2,3.0438195602370035,0.008103043474802962,Pentagonal-face capped pentagonal antiprism,1,2i,1,[5.155204980068709],1.0,5.155204980068709,AB2C2D10,1,1,1,[11.0],[11.0],11.0,11.0,11.0,11.0,11.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",3.0407774770105234,GGA,Ba-O-P-U,0.002518148,-3.333728949952381,2.1158,4,Monoclinic,2/m,C2/m,oxide,None,Ba,None,None,None,B,"O, P",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1103862,Ba3SrNb2O9,3.017022863205238,-0.021815836513281405,Cuboctahedron,1,"2d, 1a",2,"[0.18929829995105302, 0.688734756744738]",0.0,0.4390165283478955,AB2C3D9,1,2,1,"[12.0, 9.0]","[12.0, 9.0]",10.5,9.0,12.0,10.5,9.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.988009816611147,GGA,Ba-Nb-O-Sr,0.020923040333329,-3.242644839000001,2.8291,4,Trigonal,-3m,P-3m1,oxide,None,"Sr, Ba",Nb,None,None,B,"N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1103865,BaFe2(PO4)2,2.3623780774685934,0.37943985146201636,Cuboctahedron,1,1a,1,"[2.9643409439780712, 2.9611998774884283]",0.0,2.96277041073325,AB2C2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",3.0639415501952887,GGA_U,Ba-Fe-O-P,0.0,-2.635519018021978,2.1328,4,Trigonal,-1,R-3,phosphate,None,Ba,Fe,None,None,B,"O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1105162,BaFe2(PO4)2,2.3186076520795886,0.41213924526590073,Cuboctahedron,1,1a,1,[3.439134973354934],0.0,3.439134973354934,AB2C2D8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",3.067482812511026,GGA_U,Ba-Fe-O-P,0.008191328076938,-2.627327689945054,3.5212,4,Triclinic,-1,P-1,phosphate,None,Ba,Fe,None,None,B,"O, P",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1105217,BaLa2PdO5,2.259331752244142,0.4844990877379388,Bicapped square prism (opposite faces),1,2a,1,[0.9601090327595511],0.0,0.9601090327595511,ABC2D5,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",3.0395249687948054,GGA,Ba-La-O-Pd,0.0,-3.027764744444444,2.3421,4,Tetragonal,4/mmm,P4/mbm,oxide,None,Ba,Pd,None,None,B,"O, P",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1105233,Ba(AsO3)2,2.8342105833836078,-0.00011127175023387386,Bicapped octahedron (cap faces with one edge in common),1,2e,1,[1.9972422971579942],0.0,1.9972422971579942,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals",2.803754502798996,r2SCAN,As-Ba-O,0.0,-2.188986189444444,2.7763,3,Monoclinic,2/m,C2/c,oxide,None,Ba,None,None,None,"B, As",O,None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1106089,Ba2InGaO5,2.8401002948719176,0.13528681667859832,Square-face capped square prism,1,4c,1,[7.600236570564924],1.0,7.600236570564924,ABC2D5,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Post-Transition Metals",2.9203493246089463,GGA,Ba-Ga-In-O,0.0,-2.570699569351853,1.414499999999999,4,Orthorhombic,mm2,Ima2,oxide,None,Ba,None,None,"Ga, In",B,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1106241,BaTbMn2O5,1.4709392846991527,0.8849249251793457,Cuboctahedron,1,2a,1,[1.308065248284082],0.0,1.308065248284082,ABC2D5,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",3.0765279961841645,GGA_U,Ba-Mn-O-Tb,0.0065047981250210005,-2.793845698058748,0.043800000000000006,4,Tetragonal,4/mmm,P4/nmm,oxide,None,Ba,Mn,None,None,B,O,None,None,Tb,None,"B $\in$ [0.5, 1]",Positive B
mp-1106249,Ba4Co(ReO6)2,2.509121935651989,0.20966697901904935,"Anticuboctahedron, Cuboctahedron",2,2c,1,"[0.160597922396944, 0.25339593913540304]",0.0,0.20699693076617354,AB2C4D12,2,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.8811365957773507,r2SCAN,Ba-Co-O-Re,0.0,-2.627954138684211,1.536,4,Trigonal,-3m,R-3m,oxide,None,Ba,"Co, Re",None,None,B,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1120749,BaNb4O11,2.5491684865225204,0.07742184345313982,Bicapped octahedron (opposed cap faces),1,2d,1,[4.364506300377631],0.0,4.364506300377631,AB4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.6661112268331566,GGA,Ba-Nb-O,0.023508265178504,-3.1130122103125,2.6601,3,Hexagonal,622,P6_322,oxide,None,Ba,Nb,None,None,B,"N, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1120751,Ba6ZnCo5(SiO4)6,2.2067338692787546,0.4920433715108725,"Tridiminished icosahedron, Octahedron",2,1a,1,"[4.331272595577243, 4.327884126457216, 3.25163061649257, 3.232245737695934, 1.326598842967516, 1.313384671549832]",0.0,2.963836098456719,AB5C6D6E24,2,2,1,"[6.0, 9.0]","[6.0, 9.0]",7.5,6.0,9.0,7.5,6.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.8975614582136626,GGA_U,Ba-Co-O-Si-Zn,0.0157048789881,-2.813128769047619,3.061,5,Triclinic,1,P1,silicate,None,Ba,"Co, Zn",None,None,"B, Si","C, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1147655,Ba4Cu3SnO9,2.844925436785797,0.009646465127567585,Tridiminished icosahedron,1,8e,1,[4.593201428926902],0.0,4.593201428926902,AB3C4D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.8594547379720665,GGA,Ba-Cu-O-Sn,0.048865541176471,-2.123746172941178,0.0,4,Cubic,m-3m,Pm-3n,oxide,None,Ba,Cu,None,Sn,B,"C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1147669,Ba3Fe2TeO5,1.9147770662901962,0.591358522834035,"Square antiprism, Cuboctahedron",2,"2g, 1a",2,"[0.10106712462958001, 3.335854026780749]",0.0,1.7184605757051645,AB2C3D5,2,2,1,"[12.0, 4.0]","[12.0, 4.0]",8.0,4.0,12.0,8.0,4.0,12.0,2.0,2.0,2.0,1.5,1,2,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.879056961972723,GGA_U,Ba-Fe-O-Te,0.036803931883116,-2.208744559242424,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Ba,Fe,None,None,"B, Te",O,F,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1147774,Ba2NiRuO6,2.4969227891488206,0.23403969298350757,"Anticuboctahedron, Cuboctahedron",2,"2d, 2a, 4f",3,"[0.10066230248444201, 0.15272996401951, 0.048332897938659004]",0.0,0.10057505481420369,ABC2D6,2,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.9261439942201832,GGA_U,Ba-Ni-O-Ru,0.025932189499994002,-2.068848193000001,0.004,4,Hexagonal,6/mmm,P6_3/mmc,oxide,None,Ba,"Ni, Ru",None,None,B,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-11613,Ba2CuSi2O7,2.9248043714230954,-0.022985694483148522,Square antiprism,1,4e,1,[3.20867881530784],0.0,3.20867881530784,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.84525899910009,GGA,Ba-Cu-O-Si,0.036475570416675006,-2.9573345916666662,0.1831,4,Tetragonal,-42m,P-42_1m,oxide,None,Ba,Cu,None,None,"B, Si","C, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1173097,BaLa7Mg5Nb3O24,2.3730059789526465,0.2791939199037218,Diminished icosahedron,1,1a,1,[7.101316412918194],1.0,7.101316412918194,AB3C5D7E24,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.736976406993538,GGA,Ba-La-Mg-Nb-O,0.042144013020829006,-3.464384642250001,2.902300000000001,5,Monoclinic,m,Cm,oxide,None,"Mg, Ba",Nb,None,None,B,"N, O",None,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1173098,Ba6Ti2Nb10Si8O51,3.0489296736839355,-0.015534763820772226,"Anticuboctahedron, Pentagonal-face capped pentagonal antiprism",2,1a,1,"[8.056300036873894, 7.850636667262561, 7.9984497052616295, 8.110552717171817, 8.176567267558019, 8.076019529352289]",1.0,8.044754320580035,A2B6C8D10E51,2,3,1,"[11.0, 12.0, 13.0]","[11.0, 12.0, 13.0]",12.0,11.0,13.0,12.0,11.0,13.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.988673218513695,GGA,Ba-Nb-O-Si-Ti,0.0036213623376620003,-3.272955927683984,2.3987,5,Monoclinic,m,Cm,oxide,None,Ba,"Ti, Nb",None,None,"B, Si","N, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
