material_id,chem_formula,R$_0$,B,Cs_chemenv,num_Cs_chemenvs,Cs_wyckoff,num_Cs_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Cs_sites,num_CN_env,num_charge_states,CsX_coordn,CsO_coordn,mean_coordn_Cs-X,min_coordn_Cs-X,max_coordn_Cs-X,mean_coordn_Cs-O,min_coordn_Cs-O,max_coordn_Cs-O,mean_Cs_charge,min_Cs_charge,max_Cs_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CsO_BondL
mp-562735,Cs5FeO4,2.3026526382334085,0.552823807851152,"Tetrahedron, See-saw, Octahedron, Trigonal prism",4,4e,1,"[8.47781580051905, 7.404842420173782, 8.51674969051251, 6.580769336365765, 6.744876368601027]",1.0,7.545010723234427,AB4C5,4,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Cs-Fe-O,0.000914532749999,-1.449070992327587,0.762699999999999,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,Fe,,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,3.058716162422118
mp-562920,CsAl(SiO3)2,3.374130813474544,0.0920695537964092,Truncated tetrahedron,1,8f,1,[9.330238072321459],1.0,9.330238072321459,ABC2D6,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,Al-Cs-O-Si,0.0,-3.241411223965518,4.8796,4,Tetragonal,4/mmm,I4_1/acd,oxide,Cs,,,,Al,Si,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.5399516531734427
mp-572231,CsDy(MoO4)2,4.2946327669379,-0.2828012141780295,Bicapped square prism (adjacent faces),1,2f,1,[7.134164174435567],1.0,7.134164174435567,ABC2D8,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Dy-Mo-O,0.0,-2.546839806776821,3.602,4,Monoclinic,2/m,P2/c,oxide,Cs,,Mo,,,,"C, O",,,Dy,,"B $\in$ [-1, -0.1]",Negative B,3.3937498126021914
mp-572404,Cs3NdCr3O12,2.8071304508010533,0.2255772647222937,"Square-face bicapped square antiprism, Bicapped square prism (opposite faces), Bicapped square prism (adjacent faces), Metabidiminished icosahedron",4,"4f, 2c, 2e",3,"[7.169037662287828, 6.865157712613682, 5.898814507149267, 4.541366335077795]",0.75,6.118594054282143,AB3C3D12,4,4,1,"[10.0, 6.0, 8.0, 9.0]","[10.0, 6.0, 8.0, 9.0]",8.25,6.0,10.0,8.25,6.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cr-Cs-Nd-O,0.0,-2.241230329945554,2.6163,4,Monoclinic,2/m,C2/c,oxide,Cs,,Cr,,,,"C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,3.289290937522951
mp-572452,CsPr(MoO4)2,2.8504826557819607,0.2023447729710438,Square antiprism,1,2g,1,[3.669717467667481],0.0,3.669717467667481,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-O-Pr,0.0,-2.524512056360154,3.6994,4,Orthorhombic,mmm,Pccm,oxide,Cs,,Mo,,,,"C, O, P",,,Pr,,"B $\in$ [0.1, 0.5]",Positive B,3.300352749765666
mp-572487,CsUV3O11,3.2450873301657763,-0.2336471964506865,Cuboctahedron,1,4e,1,[3.434305926367885],0.0,3.434305926367885,ABC3D11,1,1,1,[2.0],[2.0],2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",GGA_U,Cs-O-U-V,0.008258846562506,-2.688471907790948,2.274,4,Monoclinic,2/m,P2_1/c,oxide,Cs,,V,,,,"C, O",,,,U,"B $\in$ [-1, -0.1]",Negative B,3.0776823015541463
mp-572921,Cs2Ga3As5O18,2.344321596928019,0.5420487250651103,Square-face capped hexagonal prism,1,4f,1,[12.477898528028254],1.0,12.477898528028254,A2B3C5D18,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",GGA,As-Cs-Ga-O,0.0,-1.935498928189656,2.4875,4,Monoclinic,2/m,C2/c,oxide,Cs,,,,Ga,As,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,3.097432692993897
mp-572951,CsNaSi2O5,3.0564799885203544,0.0784793831593995,"Pentagonal-face capped pentagonal antiprism, Metabidiminished icosahedron",2,4a,1,"[7.626004709307342, 5.513691450596726]",1.0,6.569848079952034,ABC2D5,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,Cs-Na-O-Si,0.0,-2.905090861920498,4.7271,4,Orthorhombic,mm2,Pna2_1,oxide,"Na, Cs",,,,,Si,"C, N, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.158047672936922
mp-572986,Cs2Np2PO4F7,4.527558665838758,-1.4787678325692983,"Square-face bicapped trigonal prism, Heptagonal dipyramid",2,4e,1,"[10.68985829429808, 7.353756582792786]",1.0,9.021807438545434,AB2C2D4E7,2,1,1,[8.0],[2.0],8.0,8.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2,2,"F-, O2-","Actinides, Alkali Metals, Halogens, Nonmetals",GGA,Cs-F-Np-O-P,0.0,-3.400279510090825,0.078199999999999,5,Monoclinic,2/m,P2_1/c,phosphate,Cs,,,,,,"C, N, O, P",F,,,Np,B < -1,Negative B,3.116790516500191
mp-573096,Cs4UC3O11,3.2879668794076577,0.003502503885405,"Tricapped triangular prism (three square-face caps), Tricapped triangular prism (two square-face caps and one triangular-face cap)",2,4f,1,"[6.919892661774556, 6.463194617236863]",1.0,6.69154363950571,AB3C4D11,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",GGA,C-Cs-O-U,0.0,-2.453718446374771,2.0837,4,Monoclinic,2/m,C2/c,oxide,Cs,,,,,,"C, O",,,,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.267548222602845
mp-573150,Cs2GeO3,3.1873070625683653,-0.0187878549005792,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",3,4e,1,"[7.81362804614681, 7.756484516079337, 11.41341815738137, 9.62949502005811, 7.350699809212065, 2.321150167611887]",0.833,7.714145952748264,AB2C3,3,3,1,"[5.0, 6.0, 7.0]","[5.0, 6.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-Ge-O,0.0,-2.055193100718389,3.3437,3,Monoclinic,2/m,P2_1/c,oxide,Cs,,,,,Ge,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.13327829845414
mp-573324,CsK2Ho(PO4)2,3.425339269484983,-0.0331041851022487,Cuboctahedron,1,1b,1,[5.406402897201361],1.0,5.406402897201361,ABC2D2E8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Cs-Ho-K-O-P,0.0,-2.9856876227457763,4.8718,5,Trigonal,-3m,P-3m1,phosphate,"K, Cs",,,,,,"H, C, O, P",,,Ho,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.332393358447319
mp-573369,Cs3Nd(MoO4)3,3.043976577781465,0.1615746892593191,"Tricapped triangular prism (three square-face caps), Hexagonal bipyramid, Anticuboctahedron",3,4c,1,"[10.36764321556855, 7.459499906192775, 3.755579092814261]",0.667,7.194240738191862,AB3C3D12,3,3,1,"[11.0, 7.0, 8.0]","[11.0, 7.0, 8.0]",8.666666666666666,7.0,11.0,8.666666666666666,7.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cs-Mo-Nd-O,0.0,-2.416075304682396,3.7419,4,Orthorhombic,mmm,Pnma,oxide,Cs,,Mo,,,,"C, N, O",,,Nd,,"B $\in$ [0.1, 0.5]",Positive B,3.3838237289229767
mp-573429,Cs5Bi(MoO4)4,2.786792065352763,0.190055544499371,"Icosahedron, Tricapped triangular prism (two square-face caps and one triangular-face cap), Bicapped square prism (adjacent faces)",3,1a,1,"[5.957302624963076, 6.785372925811216, 6.760200087443834, 5.923806128594586, 6.735483152527362, 3.017211573425827, 6.765438546152794, 5.9863946167112765, 3.014448901832299, 5.900925260150312]",0.8,5.684658381761258,AB4C5D16,3,3,1,"[10.0, 8.0, 9.0]","[10.0, 8.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-Cs-Mo-O,0.0,-2.215002110961539,3.5355,4,Monoclinic,2/m,C2/c,oxide,Cs,,Mo,,Bi,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.227883129737859
mp-581194,CsB5O8,3.184297144244232,0.0561046241210009,Anticuboctahedron,1,8c,1,[7.47719336367479],1.0,7.47719336367479,AB5C8,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,B-Cs-O,0.0,-2.6010723590178597,6.1873000000000005,3,Orthorhombic,mmm,Pbca,oxide,Cs,,,,,B,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.2713798483774084
mp-581532,Cs3Fe4(PO4)5,2.330052418290989,0.4252807343690817,Anticuboctahedron,1,"4c, 8e",2,"[12.547405350061618, 7.303659815392987]",1.0,9.925532582727303,A3B4C5D20,1,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",r2SCAN,Cs-Fe-O-P,0.0,-2.432821307021243,2.4953,4,Orthorhombic,mmm,Pccn,phosphate,Cs,,Fe,,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,3.331750175436752
mp-581862,Cs2NaAl(PO4)2,3.074096342924643,0.1103234546129817,"Square-face capped square prism, Hexagonal bipyramid, Pentagonal prism",3,4e,1,"[4.869942060945039, 10.153246201932218, 6.7644441915398055, 8.480986520869646]",0.75,7.5671547438216775,ABC2D2E8,3,3,1,"[10.0, 8.0, 9.0]","[10.0, 8.0, 9.0]",9.0,8.0,10.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-Cs-Na-O-P,0.0,-2.829497928480383,4.604299999999999,5,Monoclinic,2/m,P2_1/c,phosphate,"Na, Cs",,,,Al,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.343143194550599
mp-581877,Cs2Zr(Si2O5)3,3.4151965443270944,-0.0028237952673549,"Anticuboctahedron, Pentagonal prism, Pentagonal-face capped pentagonal antiprism",3,2i,1,"[9.966475225228134, 8.239087688236168, 8.679467638912849]",1.0,8.961676850792385,AB2C6D15,3,2,1,"[10.0, 11.0]","[10.0, 11.0]",10.5,10.0,11.0,10.5,10.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Cs-O-Si-Zr,0.0,-3.249186521568485,4.975199999999999,4,Monoclinic,2/m,C2/m,oxide,Cs,,Zr,,,Si,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.4278991652069606
mp-581955,CsSi2SbO7,2.9495927774569224,0.206934537006987,"Square cupola, Truncated tetrahedron, Bicapped square prism (adjacent faces)",3,4a,1,"[11.065609512283018, 9.525739338302747, 11.566990987618464]",1.0,10.719446612734743,ABC2D7,3,3,1,"[2.0, 3.0, 8.0]","[2.0, 3.0, 8.0]",4.333333333333333,2.0,8.0,4.333333333333333,2.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-O-Sb-Si,0.0,-2.730482914211076,3.401799999999999,4,Orthorhombic,mm2,Pna2_1,oxide,Cs,,,,,"Si, Sb","C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.252423034125494
mp-5990,CsLi(B3O5)2,2.776104346563286,0.3009188658914914,Bicapped octahedron (cap faces with one atom in common),1,2a,1,[13.849910300999396],1.0,13.849910300999396,ABC6D10,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-Li-O,0.000777006666666,-2.8407867293326943,5.2015,4,Tetragonal,-42m,I-42d,oxide,"Li, Cs",,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.4387998368440424
mp-607931,Cs3NaLi2(BO3)2,2.5951685320958595,0.3734455456965826,"Square pyramid, Square-face capped trigonal prism, Trigonal prism",3,2i,1,"[5.695801731169232, 2.309651910254586, 8.464059109120997]",0.667,5.489837583514938,AB2C2D3E6,3,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-Li-Na-O,0.0,-2.323294394667487,3.6137,5,Triclinic,-1,P-1,orthoborate,"Li, Na, Cs",,,,,B,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.1949459108544236
mp-616458,Cs2CO3,3.262759239014554,-0.041077380771408,"Square-face capped square prism, Octahedron",2,4e,1,"[8.31630287401061, 1.833480529542468]",0.5,5.074891701776539,AB2C3,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",r2SCAN,C-Cs-O,0.0,-2.063619260718392,3.3306,3,Monoclinic,2/m,P2_1/c,carbonate,Cs,,,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.131296995724675
mp-616507,Cs2Na2IrO4,3.4128665594998595,-0.2713583088088133,"Face-capped octahedron, Pentagonal pyramid",2,2i,1,"[8.82249704191013, 7.821229250514648]",1.0,8.32186314621239,AB2C2D4,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA,Cs-Ir-Na-O,0.0,-1.507259281896551,0.0,4,Monoclinic,2/m,C2/m,oxide,"Na, Cs",,Ir,,,,"C, N, O",I,,,,"B $\in$ [-1, -0.1]",Negative B,3.068604131051844
mp-622000,Cs3Sb2N3(O3F2)3,2.72679620637863,0.4272035800604054,"Bicapped square prism (opposite faces), Anticuboctahedron",2,"4f, 2b",2,"[7.240818408317311, 5.554490381750597]",1.0,6.397654395033953,A2B3C3D6E9,2,2,1,"[8.0, 12.0]","[2.0, 7.0]",10.0,8.0,12.0,4.5,2.0,7.0,1.0,1.0,1.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Metalloids, Nonmetals",GGA,Cs-F-N-O-Sb,0.047749817853266,-1.880911729302849,3.1581,5,Monoclinic,2/m,C2/c,fluoride,Cs,,,,,Sb,"C, N, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,3.3512202141256524
mp-622195,CsSO3F,2.757178847149563,0.3218330877400457,Pentagonal-face capped pentagonal antiprism,1,4e,1,[6.168835006536418],1.0,6.168835006536418,ABCD3,1,1,1,[9.0],[8.0],9.0,9.0,9.0,8.0,8.0,8.0,1.0,1.0,1.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals",GGA,Cs-F-O-S,0.0,-2.26008409994253,5.164499999999999,4,Monoclinic,2/m,P2_1/c,sulfite,Cs,,,,,,"C, O, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,3.29728710544833
mp-622214,Cs2Co2(MoO4)3,1.5968805809596671,0.7939792758056465,"Truncated tetrahedron, Tricapped triangular prism (three square-face caps)",2,4a,1,"[6.260408460762118, 2.293608577027166]",0.5,4.277008518894642,A2B2C3D12,2,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,Co-Cs-Mo-O,0.035940887236837,-1.903709834832123,2.6757,4,Cubic,23,P2_13,oxide,Cs,,"Co, Mo",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,3.3489393362108
mp-623787,Cs2K2B10O17,2.9006469864927973,0.2034428291145653,Bicapped octahedron (cap faces with one edge in common),1,1a,1,"[10.304296756143616, 10.353547462511127, 10.250695425894824, 10.334389936841003]",1.0,10.310732395347642,A2B2C10D17,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,B-Cs-K-O,0.000539935645161,-2.795383532918612,4.9336,4,Monoclinic,2,C2,oxide,"K, Cs",,,,,B,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.3546601308541026
mp-6257,CsNb(BO3)2,3.551135292558792,-0.1106739453238473,Bicapped octahedron (cap faces with one atom in common),1,2a,1,[8.447183645717404],1.0,8.447183645717404,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,B-Cs-Nb-O,0.0,-2.89789627879885,3.2987,4,Orthorhombic,mm2,Pmn2_1,orthoborate,Cs,,Nb,,,B,"C, N, O",,,,,"B $\in$ [-1, -0.1]",Negative B,3.274262201572037
mp-626417,CsH3O2,2.791574345310235,0.4403613703250329,Angular,1,1a,1,[6.991134613747558],1.0,6.991134613747558,AB2C3,1,1,1,[18.0],[6.0],18.0,18.0,18.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,2,2,"H+, O2-","Alkali Metals, Nonmetals",r2SCAN,Cs-H-O,0.0,-1.300046881041667,4.0949,3,Orthorhombic,mm2,Amm2,oxide,Cs,,,,,,"H, C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.2842050137827887
mp-628617,Cs4K2Cu(SiO4)2,2.455919474422461,0.4034121951996522,Pentagonal pyramid,1,8i,1,[3.343697519114905],0.0,3.343697519114905,AB2C2D4E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Cs-Cu-K-O-Si,0.0,-2.269421870477687,0.3176,5,Tetragonal,4/mmm,P4_2/mnm,silicate,"K, Cs",,Cu,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.163939621474069
mp-635020,Cs6Bi4O9,3.053932998073836,0.0557589647710561,"Trigonal bipyramid, Octahedron, Trigonal prism, Pentagonal pyramid",4,2i,1,"[7.160874787206185, 6.174084425563015, 5.499110870136558, 6.746917303751424, 8.653860183562289, 5.099268839061096]",1.0,6.555686068213428,A4B6C9,4,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Bi-Cs-O,0.013445092631584,-1.452065237368422,2.3747,3,Triclinic,-1,P-1,oxide,Cs,,,,Bi,B,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.152549123233286
mp-643586,CsHS2(O3F)2,3.4624476715320696,0.0071527103373204,Icosahedron,1,2e,1,[2.58080282287326],0.0,2.58080282287326,ABC2D2E6,1,1,1,[12.0],[10.0],12.0,12.0,12.0,10.0,10.0,10.0,1.0,1.0,1.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals",GGA,Cs-F-H-O-S,0.0,-2.011451726742097,5.6738,5,Monoclinic,2/m,C2/c,fluoride,Cs,,,,,,"H, C, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.359239944918653
mp-645189,CsKPt6(S3O14)2,3.6920927238999854,-0.0876009203577017,Icosahedron,1,2c,1,[5.286340601780786],1.0,5.286340601780786,ABC6D6E28,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-K-O-Pt-S,0.0,-1.5465969529025032,1.1189,5,Trigonal,-3,R-3,oxide,"K, Cs",,Pt,,,,"C, O, P, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.3839064022455676
mp-650532,Cs2K2Cd3O5,2.799890457288129,0.2312193822709303,"See-saw, Trigonal bipyramid",2,2i,1,"[3.931251375405478, 4.765959799383408]",0.0,4.348605587394443,A2B2C3D5,2,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cd-Cs-K-O,0.0,-1.384625765317528,1.2436,4,Triclinic,-1,P-1,oxide,"K, Cs",,Cd,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.110841469018122
mp-654335,CsK5Ru2O9,3.039609671508365,0.0871639250265045,Square-face bicapped trigonal prism,1,4c,1,[7.362737254738801],1.0,7.362737254738801,AB2C5D9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,2.0,2,2,"O-, O2-","Alkali Metals, Nonmetals, Transition Metals",GGA,Cs-K-O-Ru,0.0,-1.652650206523833,0.2671,4,Orthorhombic,mmm,Pnma,oxide,"K, Cs",,Ru,,,,"C, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.24099554341951
mp-6557,Cs2PO3F,1.240401272072964,1.1033264483619265,"Tricapped octahedron (all 3 cap faces share one atom), Bicapped square prism (adjacent faces)",2,4c,1,"[4.828005696157234, 8.775796600538678]",0.5,6.801901148347956,ABC2D3,2,2,1,"[9.0, 10.0]","[6.0, 9.0]",9.5,9.0,10.0,7.5,6.0,9.0,1.0,1.0,1.0,2.0,2,2,"F-, O2-","Alkali Metals, Halogens, Nonmetals",GGA,Cs-F-O-P,0.0,-2.75026178877903,4.402,4,Orthorhombic,mmm,Pnma,phosphite,Cs,,,,,,"C, O, P",F,,,,B > 1,Positive B,3.3027339430058555
mp-6597,CsLiSO4,0.6800293696457593,1.1843743837096044,Pentagonal-face capped pentagonal antiprism,1,4c,1,[10.722476378981844],1.0,10.722476378981844,ABCD4,1,1,1,[11.0],[11.0],11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-Li-O-S,0.00331620642857,-2.297879802926929,5.1673,4,Orthorhombic,mmm,Pnma,sulfate,"Li, Cs",,,,,,"C, O, S",,,,,B > 1,Positive B,3.4352651816884308
mp-669353,Cs2TeO4,2.333736176126369,0.4728846370000956,"Square-face monocapped antiprism, Bicapped square prism (adjacent faces)",2,4c,1,"[7.762022040821974, 3.7630017865304213]",0.5,5.762511913676198,AB2C4,2,2,1,"[10.0, 7.0]","[10.0, 7.0]",8.5,7.0,10.0,8.5,7.0,10.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",r2SCAN,Cs-O-Te,0.0,-1.7969345708538582,2.846899999999999,3,Orthorhombic,mmm,Pnma,oxide,Cs,,,,,Te,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.306704651139417
mp-6694,Cs2Zr(SiO3)3,3.0941805876270307,0.0848414620094542,Anticuboctahedron,1,4f,1,[10.152549113347566],1.0,10.152549113347566,AB2C3D9,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Cs-O-Si-Zr,0.0,-3.222271184287356,4.789899999999999,4,Hexagonal,6/m,P6_3/m,oxide,Cs,,Zr,,,Si,"C, O, S",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,3.283821722977643
mp-6726,CsLiSO4,0.7427320358355731,1.187254737711404,Pentagonal-face capped pentagonal antiprism,1,4e,1,[9.892951248097628],1.0,9.892951248097628,ABCD4,1,1,1,[11.0],[11.0],11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals",GGA,Cs-Li-O-S,0.0,-2.3011960093555,5.378,4,Monoclinic,2/m,P2_1/c,sulfate,"Li, Cs",,,,,,"C, O, S",,,,,B > 1,Positive B,3.3979487610141903
mp-6748,Cs2Ti(Si2O5)3,3.0301347806673484,0.1005204355643824,"Pentagonal-face bicapped pentagonal prism, Bicapped square prism (adjacent faces)",2,2a,1,"[8.260014030151247, 9.923989590787773]",1.0,9.09200181046951,AB2C6D15,2,2,1,"[11.0, 9.0]","[11.0, 9.0]",10.0,9.0,11.0,10.0,9.0,11.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",SCAN,Cs-O-Si-Ti,0.0,-3.19604436552682,3.5085,4,Monoclinic,m,Cc,oxide,Cs,,Ti,,,Si,"C, O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,3.2805286475342355
mp-679997,CsAg2(B5O8)3,3.705361989197324,-0.1700345150597526,Diminished icosahedron,1,4c,1,[11.328224982415842],1.0,11.328224982415842,AB2C15D24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ag-B-Cs-O,0.0,-2.657623859594964,3.6769,4,Orthorhombic,222,P2_12_12,oxide,Cs,,Ag,,,B,"C, O",,,,,"B $\in$ [-1, -0.1]",Negative B,3.3449014672242154
