material_id,chem_formula,R$_0$,B,Zn_chemenv,num_Zn_chemenvs,Zn_wyckoff,num_Zn_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Zn_sites,num_CN_env,num_charge_states,ZnX_coordn,ZnO_coordn,mean_coordn_Zn-X,min_coordn_Zn-X,max_coordn_Zn-X,mean_coordn_Zn-O,min_coordn_Zn-O,max_coordn_Zn-O,mean_Zn_charge,min_Zn_charge,max_Zn_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_ZnO_BondL
mp-1042795,ZnNiAs2O7,2.204749410142866,-0.0684228842510993,Octahedron,1,4e,1,[4.070128365516671],0.0,4.070128365516671,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",r2SCAN,As-Ni-O-Zn,0.027082032954542,-1.629026573636363,2.065699999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Zn",,,As,"N, O",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1125053540725074
mp-1042798,Mn3Zn2O8,1.7373102016067956,0.3057720361446753,"Tetrahedron, Octahedron",2,2b,1,"[1.039648582570943, 0.071410219012947]",0.0,0.555529400791945,A2B3C8,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",r2SCAN,Mn-O-Zn,0.004767596923076,-1.819067989522548,0.8693000000000001,3,Hexagonal,6mm,P6_3mc,oxide,,,"Mn, Zn",,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.027935381952939
mp-1042806,MnZnAs2O7,1.668229163042119,0.4643053478267763,Octahedron,1,4e,1,[3.254972161717019],0.0,3.254972161717019,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,As-Mn-O-Zn,0.029249882424236,-1.802132167766457,0.9525999999999992,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Zn",,,As,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1655994201162145
mp-1042820,ZnFeAs2O7,1.985189970962923,0.1321036688738942,Octahedron,1,4e,1,[3.763984249119941],0.0,3.763984249119941,ABC2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",r2SCAN,As-Fe-O-Zn,0.018400468409077,-1.702977567500001,1.3387,4,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Zn",,,As,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.115894741296747
mp-1042827,Zn2Co3O8,1.80204805105704,0.2492637976279104,"Tetrahedron, Octahedron",2,2b,1,"[1.010431607422154, 0.045880285840658]",0.0,0.528155946631406,A2B3C8,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-O-Zn,0.023615497753035,-1.295767322307692,0.0,3,Hexagonal,6mm,P6_3mc,oxide,,,"Co, Zn",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.049222909845848
mp-1043166,ZnNi(GeO3)2,1.6217548225829934,0.4830252141376172,Octahedron,1,2e,1,[1.192838800949645],0.0,1.192838800949645,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Ni-O-Zn,0.043645082500002,-1.8743939525,0.241099999999999,4,Monoclinic,2/m,C2/c,oxide,,,"Ni, Zn",,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1784851706958785
mp-1043196,ZnCo(GeO3)2,1.5097473908600805,0.7373792434969842,See-saw,1,4i,1,[3.259842632887125],0.0,3.259842632887125,ABC2D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Ge-O-Zn,0.038035715749999,-1.87772908025,1.8436,4,Monoclinic,2/m,C2/c,oxide,,,"Co, Zn",,,Ge,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.024566131192361
mp-1043305,ZnNi(GeO3)2,1.5620836545483012,0.5444447268614406,Octahedron,1,4e,1,[2.728309362805396],0.0,2.728309362805396,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Ni-O-Zn,0.045104689500002,-1.8729343455,2.1827,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Zn",,,Ge,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.1896074013327755
mp-1043317,ZnCo(GeO3)2,1.5085077400594764,0.6044542041972429,Octahedron,1,4e,1,[2.6058834168269502],0.0,2.6058834168269502,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-Ge-O-Zn,0.0379151325,-1.877849663499999,1.767199999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Co, Zn",,,Ge,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.205199799455391
mp-1043445,MnZn(GeO3)2,1.5032678765078908,0.7266613922189494,See-saw,1,2i,1,"[3.94061528367227, 3.932733009359651]",0.0,3.9366741465159603,ABC2D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-O-Zn,0.031410089750003,-2.049281800543104,1.5984,4,Monoclinic,-1,C2/c,oxide,,,"Mn, Zn",,,Ge,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.010601713833906
mp-1043588,ZnFe(GeO3)2,1.1312224972867744,0.985474878713293,Octahedron,1,4e,1,[2.920055582837038],0.0,2.920055582837038,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-O-Zn,0.038491717999994,-1.938722734250001,1.2894,4,Monoclinic,-1,C2/c,oxide,,,"Fe, Zn",,,Ge,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.267063135514945
mp-1043811,ZnFe(GeO3)2,1.615659692694965,0.5098065648521898,Octahedron,1,4e,1,[2.562423458755604],0.0,2.562423458755604,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Metalloids, Nonmetals, Transition Metals",GGA_U,Fe-Ge-O-Zn,0.040262728749994,-1.9369517235,1.2433,4,Monoclinic,2/m,P2_1/c,oxide,,,"Fe, Zn",,,Ge,O,F,,,,"B $\in$ [0.5, 1]",Positive B,2.203255811711293
mp-1044197,VZnBiO5,2.168441855840787,-0.0180546098095403,Octahedron,1,4e,1,[0.8471042142814421],0.0,0.8471042142814421,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-O-V-Zn,0.024913534374997,-2.038393132499999,2.9983,4,Monoclinic,2/m,P2_1/c,oxide,,,"V, Zn",,Bi,B,O,,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.1407278085025285
mp-1044245,MnZn(GeO3)2,1.4016687480197794,0.7164708540860221,Octahedron,1,4e,1,[2.826880410021802],0.0,2.826880410021802,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ge-Mn-O-Zn,0.036688888000002,-2.044003002293105,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Zn",,,Ge,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.2274672628389927
mp-1044279,TiZnFe(PO4)3,1.9439404972582053,0.1827188425350052,Octahedron,1,2a,1,[3.4375271143465103],0.0,3.4375271143465103,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",r2SCAN,Fe-O-P-Ti-Zn,0.01882782686726,-2.6282727867923272,2.381199999999999,5,Trigonal,3m,R3c,phosphate,,,"Ti, Fe, Zn",,,,"O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1465623387787343
mp-1044311,TiZnCr(PO4)3,2.089673015213589,0.0928100078582503,Octahedron,1,2a,1,[4.138675459311095],0.0,4.138675459311095,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Cr-O-P-Ti-Zn,0.010564369228372,-2.718065051236772,2.3963,5,Trigonal,3m,R3c,phosphate,,,"Ti, Cr, Zn",,,,"C, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.192592472524557
mp-1044316,TiMnZn(PO4)3,2.062180663015482,0.1198205790486734,Octahedron,1,2a,1,[3.916906250274983],0.0,3.916906250274983,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-O-P-Ti-Zn,0.043222699807042,-2.639716613344051,0.0,5,Trigonal,3m,R3c,phosphate,,,"Ti, Mn, Zn",,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.195051874396455
mp-1044342,TiZnMo(PO4)3,2.6973028273248127,-0.4321979328200551,Octahedron,1,2a,1,[3.623160169993696],0.0,3.623160169993696,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mo-O-P-Ti-Zn,0.012482194235017,-2.635828347903438,1.1144,5,Trigonal,3m,R3c,phosphate,,,"Ti, Zn, Mo",,,,"O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.218028056634685
mp-1044402,TiVZn(PO4)3,2.1528665005957257,0.0427534160779918,Octahedron,1,2a,1,[4.026097589395601],0.0,4.026097589395601,ABCD3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,O-P-Ti-V-Zn,0.042853893117276,-2.720616292347882,1.2856,5,Trigonal,3m,R3c,phosphate,,,"Ti, V, Zn",,,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.200276665922257
mp-1044602,ZnCuP2O7,1.7677412602476816,0.311757695502331,Trigonal bipyramid,1,4e,1,[1.9996517104161091],0.0,1.9996517104161091,ABC2D7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-O-P-Zn,0.025359082102271,-2.205349724707791,0.382699999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,"Cu, Zn",,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0580389919661757
mp-1044778,PrZn(MoO3)2,2.658425274641281,-0.840996050127883,Tetrahedron,1,2a,1,[4.504865901258433],0.0,4.504865901258433,ABC2D6,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Mo-O-Pr-Zn,0.045965411874991,-2.310961422166666,1.2831,4,Monoclinic,m,Pc,oxide,,,"Zn, Mo",,,,"O, P",,,Pr,,"B $\in$ [-1, -0.1]",Negative B,2.073230635545052
mp-1044935,ZnSb2P2O9,1.9215799229338093,0.1146283315168223,Tetrahedron,1,4a,1,[3.166915805986351],0.0,3.166915805986351,AB2C2D9,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA,O-P-Sb-Zn,0.04764598023811,-1.972040894175159,3.721299999999999,4,Orthorhombic,222,P2_12_12_1,oxide,,,Zn,,,Sb,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0050705414780685
mp-1045062,Zn2MoWO6,1.6463529814202869,0.5647614214082586,Octahedron,1,1a,1,"[3.102436247235918, 2.3509414779511992]",0.0,2.7266888625935586,ABC2D6,1,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mo-O-W-Zn,0.046816149000001,-1.88701001,0.0,4,Trigonal,3,R3,oxide,,,"Zn, Mo, W",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.158489307769132
mp-1046105,Ta2VZn2O8,1.544802738633991,0.786957671037553,Square pyramid,1,8f,1,[2.694359143781352],0.0,2.694359143781352,AB2C2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,O-Ta-V-Zn,0.028057840769264,-2.690851440935897,0.8167000000000001,4,Monoclinic,2/m,C2/c,oxide,,,"V, Zn, Ta",,,,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.0273171819488995
mp-1046115,Ta2Zn2FeO8,1.7643404322244791,0.3753460834573775,"Octahedron, Square pyramid",2,1a,1,"[2.530672746900998, 2.541125691181242, 2.673856129772344, 2.621778932341186, 2.538179577446864, 2.52783483560829, 2.65583025764622, 2.646872505883962]",0.0,2.592018834597638,AB2C2D8,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-O-Ta-Zn,0.022217909230773,-2.589419343051282,3.4513,4,Monoclinic,2/m,C2/c,oxide,,,"Fe, Zn, Ta",,,,O,F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0263236130481332
mp-1046140,Ta2Zn2NiO8,1.7555634310972743,0.388730377773419,Octahedron,1,4i,1,"[2.536831469797355, 2.581945744413032]",0.0,2.5593886071051934,AB2C2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Ni-O-Ta-Zn,0.019010797307695,-2.533209058435898,3.6028,4,Monoclinic,2/m,C2/c,oxide,,,"Ni, Zn, Ta",,,,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.019454354460941
mp-1046155,SrZnCu(PO4)2,1.620851396166164,0.582118210228009,Trigonal bipyramid,1,2i,1,[2.975670373536773],0.0,2.975670373536773,ABCD2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Cu-O-P-Sr-Zn,0.038126174903851,-2.52207390032967,0.8401000000000001,5,Triclinic,-1,P-1,phosphate,,Sr,"Cu, Zn",,,,"C, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0264204691493397
mp-1046160,Ta2Zn2CoO8,1.773526100787396,0.3581632613999058,Octahedron,1,1a,1,"[2.563827120146013, 2.581621164992887, 2.514045039348819, 2.5349789422501683, 2.5856023307778253, 2.562628656535659, 2.533154435037972, 2.520724414858951]",0.0,2.5495727629935367,AB2C2D8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-O-Ta-Zn,0.024120024807697,-2.5407889028589743,0.0,4,Monoclinic,-1,C2/c,oxide,,,"Co, Zn, Ta",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.023517481072066
mp-1046379,SrZnCo(PO4)2,1.7250423096734842,0.4104744558360139,Square pyramid,1,4i,1,[3.567615211304417],0.0,3.567615211304417,ABCD2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Co-O-P-Sr-Zn,0.034463117980768,-2.614760241291208,3.1025,5,Triclinic,-1,P-1,phosphate,,Sr,"Co, Zn",,,,"C, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0110236626335114
mp-1046402,SrMnZn(PO4)2,1.7753411744430103,0.3338956517684716,Tetrahedron,1,4i,1,[1.898264168208666],0.0,1.898264168208666,ABCD2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Mn-O-P-Sr-Zn,0.028021840769224,-2.74431135593975,3.2563,5,Triclinic,-1,P-1,phosphate,,Sr,"Mn, Zn",,,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.007971540614721
mp-1046422,SrZnCr(PO4)2,1.65515687798839,0.5267771570052774,Trigonal bipyramid,1,2i,1,[3.15019586832989],0.0,3.15019586832989,ABCD2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,Cr-O-P-Sr-Zn,0.035073827269218,-2.714811444175824,2.279299999999999,5,Triclinic,-1,P-1,phosphate,,Sr,"Cr, Zn",,,,"C, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.0221673630888093
mp-1046426,SrVZn(PO4)2,1.734589487426345,0.3984006135680416,Square pyramid,1,2i,1,[3.955541611367162],0.0,3.955541611367162,ABCD2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA_U,O-P-Sr-V-Zn,0.035995589607268,-2.750004623791208,1.783399999999999,5,Triclinic,-1,P-1,phosphate,,Sr,"V, Zn",,,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0121590051333023
mp-1046443,SrZnFe(PO4)2,1.7150290097872407,0.4226145189448165,Tetrahedron,1,2i,1,[2.202478491079066],0.0,2.202478491079066,ABCD2E8,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Fe-O-P-Sr-Zn,0.022581204326923,-2.663923033021978,3.3951,5,Triclinic,-1,P-1,phosphate,,Sr,"Fe, Zn",,,,"O, P, S",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.009468007620634
mp-1046528,Zn4Co5(TeO6)3,1.6410590802245164,0.4975775294827323,"Tetrahedron, Square pyramid",2,4f,1,"[1.255283655399304, 2.157434787955217]",0.0,1.7063592216772605,A3B4C5D18,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Co-O-Te-Zn,0.0,-1.5492037505,0.9073,4,Monoclinic,2/m,C2/c,oxide,,,"Co, Zn",,,Te,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0385325563090766
mp-1046551,Zn4Ni5(TeO6)3,1.6068580324259591,0.5244727704174563,"Tetrahedron, Square pyramid",2,4f,1,"[0.837563439857664, 1.9813579956560812]",0.0,1.4094607177568725,A3B4C5D18,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Ni-O-Te-Zn,0.002668768092592,-1.5208404539999991,1.2647,4,Monoclinic,2/m,C2/c,oxide,,,"Ni, Zn",,,Te,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0323131909270478
mp-1046628,Mn5Zn4(TeO6)3,1.6118929359094458,0.5875365916579216,"Tetrahedron, Square pyramid",2,4f,1,"[0.9777282598861471, 3.063283150274321]",0.0,2.020505705080234,A3B4C5D18,2,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,Mn-O-Te-Zn,0.011992117814837,-1.810188886988506,0.2265,4,Monoclinic,2/m,C2/c,oxide,,,"Mn, Zn",,,Te,O,,,,,"B $\in$ [0.5, 1]",Positive B,2.076551530745455
mp-1046651,MnZnPO5,1.6873128454517403,0.449184371514299,Square pyramid,1,2a,1,[8.341378100055369],1.0,8.341378100055369,ABCD5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Mn-O-P-Zn,0.030961602135416,-2.287088834071736,2.3352,4,Monoclinic,2/m,C2/c,oxide,,,"Mn, Zn",,,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.1132570147443035
mp-1046701,VZnPO5,1.6028374553584936,0.6019988099218554,Square pyramid,1,2e,1,[10.207531461258016],1.0,10.207531461258016,ABCD5,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,O-P-V-Zn,0.021357387708333,-2.467590636830357,0.0,4,Monoclinic,2/m,C2/c,oxide,,,"V, Zn",,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.17368136915725
mp-1046751,Nb2Zn2FeO8,1.1005296137920673,1.155163993540021,Octahedron,1,4f,1,[2.217702724886118],0.0,2.217702724886118,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Fe-Nb-O-Zn,0.023075569615391,-2.425479831538461,2.411,4,Monoclinic,2/m,C2/c,oxide,,,"Fe, Zn, Nb",,,,"N, O",F,,,,B > 1,Positive B,2.238789732341784
mp-1046861,Nb2Zn2CoO8,1.1178489656329365,1.1237838920078853,Octahedron,1,4f,1,[2.16491737192418],0.0,2.16491737192418,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Co-Nb-O-Zn,0.023723124038466,-2.374739018461539,2.6737,4,Monoclinic,2/m,C2/c,oxide,,,"Co, Zn, Nb",,,,"C, N, O",,,,,B > 1,Positive B,2.228190346967149
mp-1046866,Nb2VZn2O8,1.052139687263118,1.2056853597102528,Octahedron,1,4f,1,[2.369837181720871],0.0,2.369837181720871,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Nb-O-V-Zn,0.022246591602559,-2.52694661076923,0.9222999999999992,4,Monoclinic,2/m,C2/c,oxide,,,"V, Zn, Nb",,,,"N, O",,,,,B > 1,Positive B,2.2432164682697167
mp-1046973,Nb2Zn2NiO8,1.0715471615247976,1.1439947126142147,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA_U,Nb-Ni-O-Zn,0.024825587307701,-2.367255105769231,0.0,4,Monoclinic,2/m,C2/c,oxide,,,"Ni, Zn, Nb",,,,"N, O",,,,,B > 1,Positive B,2.2177009580748996
mp-1047130,Zn2NiIrO6,1.962712553004753,0.097832404522973,"Pentagonal bipyramid, Square-face capped trigonal prism",2,4a,1,"[6.662656131208822, 6.619146741219324]",1.0,6.640901436214072,ABC2D6,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",GGA_U,Ir-Ni-O-Zn,0.016886065499999,-1.3365544205,0.0,4,Monoclinic,2/m,P2_1/c,oxide,,,"Ni, Zn, Ir",,,,"N, O",I,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0315328024343606
mp-1047601,Zn(CuO2)2,2.1072047619660985,0.1807528284536914,Square-face bicapped trigonal prism,1,4d,1,[2.050164400823284],0.0,2.050164400823284,AB2C4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2,2,"O-, O2-","Nonmetals, Transition Metals",GGA,Cu-O-Zn,0.043687176785712,-1.085974100357143,0.0497,3,Orthorhombic,mmm,Pbcm,oxide,,,"Cu, Zn",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.3087824597566065
mp-1047787,Zn3Co3(AsO4)4,1.859029760719792,0.2645002132371165,"Octahedron, Trigonal bipyramid",2,"4e, 2a",2,"[3.364199597428865, 0.6674752477896371]",0.0,2.015837422609251,A3B3C4D16,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",GGA_U,As-Co-O-Zn,0.037194698653874,-1.6249671267307702,1.8437,4,Monoclinic,2/m,P2_1/c,oxide,,,"Co, Zn",,,As,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.134358348950304
mp-1047992,ZnSnP2O7,1.8272366096913664,0.2722896040454936,Square pyramid,1,4e,1,[1.563528730619177],0.0,1.563528730619177,ABC2D7,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-P-Sn-Zn,0.039438456420465,-2.361525050844154,3.5612,4,Monoclinic,2/m,P2_1/c,oxide,,,Zn,,Sn,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0850988968984185
