material_id,chem_formula,R$_0$,B,Mg_chemenv,num_Mg_chemenvs,Mg_wyckoff,num_Mg_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Mg_sites,num_CN_env,num_charge_states,MgX_coordn,MgO_coordn,mean_coordn_Mg-X,min_coordn_Mg-X,max_coordn_Mg-X,mean_coordn_Mg-O,min_coordn_Mg-O,max_coordn_Mg-O,mean_Mg_charge,min_Mg_charge,max_Mg_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_MgO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-1034101,NaMg14TiO16,1.7842859968543472,0.32127468580440155,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.015833591094511, 0.11022758481276301, 0.158687646020111, 0.013452723287895001, 0.006230507961465, 0.091261360391251, 0.139186241934649]",0.0,0.07641137935752072,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.140263912041912,GGA,Mg-Na-O-Ti,0.042175013120210006,-2.965211686397269,0.46590000000000004,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Ti,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1034182,LiMg14TiO16,1.7330531336070556,0.35880046393422593,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.010508252301501, 0.027478287829904004, 0.11307337423383401, 0.008065519385699, 0.008191971582864001, 0.033348173299162, 0.072658119099708]",0.0,0.03904624253323886,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1288264986477885,GGA,Li-Mg-O-Ti,0.026469916406250002,-3.004470225833333,0.36240000000000006,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Ti,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1034187,LiMg14TiO16,1.7234859031340595,0.36805872383271404,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.07969238609472301, 0.036253107216731, 0.061021012537222, 0.10695561378142801]",0.0,0.07098052990752601,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1310885581578622,GGA,Li-Mg-O-Ti,0.03251607484375,-2.998424067395833,0.08619999999999901,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Ti,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1034314,NaMg14GaO16,1.74760768026986,0.35350378090888224,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.24622558558609803, 0.11734342412131701, 0.079811306917507, 0.20427136567713802]",0.0,0.161912920575515,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.1404709436364975,GGA,Ga-Mg-Na-O,0.047381158203124,-2.888224816214978,4.579899999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,None,None,Ga,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1034594,NaMg14CrO16,1.7446458170669707,0.3552457986104288,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.218595131672238, 0.115794136018737, 0.06488826616495401, 0.18202297394490802]",0.0,0.14532512695020927,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.139154202786178,GGA_U,Cr-Mg-Na-O,0.045497266171874,-2.894999692543104,2.810399999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Cr,None,None,None,"C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1034602,NaMg14CrO16,1.7851877328178425,0.3198464946920165,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.12084320498160601, 0.053211386361065004, 0.170457516178105, 0.01809792117592, 0.085678276223058, 0.027090630793064, 0.156992508660266]",0.0,0.09033877776758344,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1390235418185934,GGA_U,Cr-Mg-Na-O,0.036910727421875004,-2.903586231293103,3.1717,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Cr,None,None,None,"C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1034608,NaMg14GaO16,1.8421940690491325,0.2665257722261054,Octahedron,1,"2p, 4u, 1g, 2o, 2s, 2t, 1c",7,"[0.08342436117000701, 0.039050182946696, 0.23310988175886102, 0.013465118570305001, 0.07271387478595301, 0.017835358623048, 0.18451749779349103]",0.0,0.09201661080690873,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.138411293382134,GGA,Ga-Mg-Na-O,0.035921431953124,-2.899684542464978,5.0262,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,None,None,Ga,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1034976,LiMg14CoO16,1.7925125059596063,0.3003578771716263,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.141397314025017, 0.056303560702900005, 0.063819453354845, 0.13372473373982202]",0.0,0.09881126545564602,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.12537478247905,GGA_U,Co-Li-Mg-O,0.040818875312499,-2.8359091197916673,1.011,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Co,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035088,NaMg14CoO16,1.9575369753077863,0.1575715143817937,Octahedron,1,"2p, 4u, 1g, 2o, 2s, 2t, 1c",7,"[0.061858671449042, 0.0863477073698, 0.284647991149145, 0.018853827833492, 0.022349682174666003, 0.076039293542374, 0.2230351986265]",0.0,0.11044748173500273,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.134574239849501,GGA_U,Co-Mg-Na-O,0.040995351250000006,-2.812213131918104,1.3648,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Co,None,None,None,"C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035108,LiMg14GaO16,1.785675427475399,0.3087486074590714,Octahedron,1,"2p, 4u, 1g, 2o, 2s, 2t, 1c",7,"[0.021632282284761002, 0.030911462614114003, 0.176410056577489, 0.008525164820271, 0.023203237122881002, 0.01987190461376, 0.114651987586715]",0.0,0.05645801365999872,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.1266822050521834,GGA,Ga-Li-Mg-O,0.018466592109374,-2.937413278776041,5.0984,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,None,None,Ga,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035113,LiMg14GaO16,1.7279390902814178,0.36080571088397273,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.134383477648839, 0.06288750300019501, 0.065646224631641, 0.13603067863617002]",0.0,0.09973697097921126,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.1272205227040337,GGA,Ga-Li-Mg-O,0.027677724921875,-2.928202145963541,4.7378,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,Ga,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035145,LiMg14CoO16,1.8498709980026842,0.2485404556020459,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.081819741960445, 0.028860000082777, 0.20185412969434202, 0.012823398244774001, 0.051814598900189, 0.021601102311014003, 0.156907168333523]",0.0,0.07938287707529487,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.123199997462018,GGA_U,Co-Li-Mg-O,0.035920557187499,-2.8408074379166672,1.877199999999999,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Co,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035402,LiMg14CrO16,1.73851324476351,0.3523537526217434,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.036551149441937006, 0.039696933076487, 0.13767375534498502, 0.012832965575022, 0.030930051247707, 0.026931268636788002, 0.10006291324866701]",0.0,0.05495414808165615,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1264422821352658,GGA_U,Cr-Li-Mg-O,0.016467809062491002,-2.943130446354167,3.317199999999999,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Cr,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035434,LiMg14CrO16,1.7214440946054572,0.36727290021380654,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.12136328725591601, 0.06836914004149801, 0.055231606929942, 0.125699758704324]",0.0,0.09266594823292001,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.127663279338087,GGA_U,Cr-Li-Mg-O,0.024069619374991,-2.935528636041667,2.9951,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Cr,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035435,LiMg14FeO16,1.7584694742772284,0.33420120448734575,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.019544649237997, 0.027738567683745004, 0.13359597484709101, 0.008894258369676, 0.012351564167966001, 0.030196298720282004, 0.08764406082228901]",0.0,0.04570933912129229,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.127552470519991,GGA_U,Fe-Li-Mg-O,0.009734582421874001,-2.891903034791666,2.6398,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Fe,None,None,None,O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035445,LiMg14FeO16,1.724359483858547,0.3658685923105428,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.10274253605944501, 0.047526763285069, 0.062576719587341, 0.11544663172731201]",0.0,0.08207316266479175,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.1296066689609128,GGA_U,Fe-Li-Mg-O,0.017002232421874,-2.884635384791666,2.4032,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Fe,None,None,None,O,F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035457,NaMg14FeO16,1.7510708158561585,0.34966959306753265,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.19656663911553302, 0.05581825900007, 0.10780020110900201, 0.169709268007866]",0.0,0.13247359180811774,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.140044448770391,GGA_U,Fe-Mg-Na-O,0.03883475125,-2.844420076605603,2.2862,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Fe,None,None,None,"N, O",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035481,NaMg14FeO16,1.8133952732132326,0.2951824339624066,Octahedron,1,"2p, 4u, 1g, 2o, 2s, 2t, 1c",7,"[0.026929014488272004, 0.10920243301905501, 0.18155405978472, 0.014070921063189001, 0.011507913619258, 0.083389034243561, 0.15210817387420703]",0.0,0.08268022144175173,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.141155293833811,GGA_U,Fe-Mg-Na-O,0.03033177,-2.852923057855602,2.5933,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Fe,None,None,None,"N, O",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035796,Mg14FeCuO16,2.0519137531496563,0.07139610623274975,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.00858132766708, 0.008484107421723001, 0.053144812424292004, 0.002805558967323, 0.013252237874852002, 0.013366739569984002, 0.034075574899190005]",0.0,0.01910147983206343,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.1305252099724745,GGA_U,Cu-Fe-Mg-O,0.041375986874999,-2.7892073109375,0.057100000000000005,4,Orthorhombic,mmm,Pmmm,oxide,None,Mg,"Fe, Cu",None,None,None,"C, O",F,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-1035901,LiYMg14O16,1.6848950523428932,0.42085074976285214,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.025060961772887, 0.07105103300956, 0.04659701659514601, 0.137882284953549]",0.0,0.0701478240827855,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1544655065812064,GGA,Li-Mg-O-Y,0.046438368359375,-3.018014186354166,3.8415,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Y,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1035918,LiYMg14O16,1.5457638620213574,0.5475930098686106,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.038164033163125, 0.047940378169914005, 0.10081254261779501, 0.007537101753471001, 0.059343476084367006, 0.056432077693915006, 0.08180371789783]",0.0,0.0560047610543453,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.152925445136126,GGA,Li-Mg-O-Y,0.046480612734375,-3.017971941979166,3.9025,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Y,None,None,None,O,None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1036089,LiMg14MnO16,1.7702254582187336,0.3263585316681787,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.134375701983935, 0.061808262669782, 0.06501075633028401, 0.14319083632589302]",0.0,0.10109638932747352,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.132768147106036,GGA_U,Li-Mg-Mn-O,0.02180212984375,-2.906702139414511,0.44560000000000005,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Mn,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1036130,NaMg14MnO16,1.7897122112733306,0.31662134435795436,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.23989213319030203, 0.06986857827295001, 0.11783091831466301, 0.19792448638774102]",0.0,0.156379029041414,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.142966730117639,GGA_U,Mg-Mn-Na-O,0.04383528414062501,-2.867891741540948,0.4718,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Mn,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1036133,NaMg14MnO16,1.891493614518738,0.22267225313160277,Octahedron,1,"2p, 4u, 1g, 2o, 2s, 2t, 1c",7,"[0.024085298117917, 0.07489964575809001, 0.225722886302399, 0.014010284083900001, 0.009566472789202, 0.077754166935716, 0.17139458837505]",0.0,0.0853476203374677,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.140169362242181,GGA_U,Mg-Mn-Na-O,0.029286712578125002,-2.882440313103448,0.9006999999999991,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,Mn,None,None,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1036220,LiMg14MnO16,1.8450700679536218,0.25659593044851114,Octahedron,1,"2p, 4u, 1g, 2o, 2s, 2t, 1c",7,"[0.008695561751142, 0.010545532924055, 0.188722775876546, 0.007180188044876, 0.0046940393591, 0.020564721694339, 0.102181905200626]",0.0,0.04894067497866915,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.129233308804286,GGA_U,Li-Mg-Mn-O,0.009279722031250002,-2.919224547227011,0.7531999999999991,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,Mn,None,None,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1036528,LiMg14AlO16,1.7075803252097557,0.3785617364378454,Octahedron,1,"2f, 4o, 4j, 4m",4,"[0.27677445201836104, 0.165002301107239, 0.07255704115580301, 0.252586258850498]",0.0,0.19173001328297526,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.125079661515293,GGA,Al-Li-Mg-O,0.031693192421875,-3.013945260729166,4.081900000000001,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,None,None,Al,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1036532,NaMg14AlO16,1.8549320230163833,0.2516144884552126,Octahedron,1,"2p, 4u, 1g, 2o, 2s, 2t, 1c",7,"[0.119903319217251, 0.09499253597533901, 0.37353120009351304, 0.018034478115287002, 0.076837119097363, 0.069807285765709, 0.311571663168838]",0.0,0.15209680020475716,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.13377199295757,GGA,Al-Mg-Na-O,0.039118166796875006,-2.985548835980603,4.059900000000001,4,Orthorhombic,mmm,Pmmm,oxide,Na,Mg,None,None,Al,None,"N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1036537,LiMg14AlO16,1.8031707597380613,0.29057402102728364,Octahedron,1,"1e, 2p, 4u, 1g, 2o, 2s, 2t",7,"[0.109491221196454, 0.027746139313803, 0.32897535959247304, 0.012193144476963002, 0.086038375887955, 0.020236213432604, 0.24725523628787002]",0.0,0.11884795574116029,ABC14D16,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Post-Transition Metals",2.1229625448706693,GGA,Al-Li-Mg-O,0.021739464921875,-3.023898988229166,4.285999999999999,4,Orthorhombic,mmm,Pmmm,oxide,Li,Mg,None,None,Al,None,O,None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1037015,NaMg30CoO32,1.5704846798180547,0.5088418346545758,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.15539713737403502, 0.12144784337051401, 0.01882753169605, 0.10820732126241701, 0.126128277842724, 0.013308679957318001, 0.06755712330524001, 0.09237336367061101]",0.0,0.08790590980986362,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.1315755551090447,GGA_U,Co-Mg-Na-O,0.019245616249999,-2.9265132103340523,2.234499999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Co,None,None,None,"C, N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-1037022,NaMg30CoO32,1.6614487050498479,0.4254297676971831,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.08899558597541701, 0.093999113005231, 0.005276785353543, 0.005164708999488001, 0.16823630067894202, 0.010836683451933001, 0.057135481031571005, 0.06683877572762201]",0.0,0.062060429277968385,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.129489175388107,GGA_U,Co-Mg-Na-O,0.013172190468749002,-2.9325866361153023,2.5579,4,Tetragonal,4/mmm,P4/mmm,oxide,Na,Mg,Co,None,None,None,"C, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1037085,LiMg30CoO32,1.7029474233019737,0.3839538452587362,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.078289142475378, 0.005849376136423, 0.0035725047393450004, 0.020452696525128003, 0.07928209029321101, 0.003965374536477001, 0.017011420320565, 0.033595990369476005]",0.0,0.03025232442450038,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.126548974532978,GGA_U,Co-Li-Mg-O,0.014678197812499,-2.942840384739583,1.8732000000000002,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Co,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1037086,LiMg30CoO32,1.796651367138859,0.29920870114906634,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.023030791776560002, 0.010847913027876, 0.003406683886561, 0.000583055086184, 0.09620731460036401, 0.0034190930692540003, 0.013791055206385001, 0.012310799152304002]",0.0,0.020449588225686002,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",2.125852910894158,GGA_U,Co-Li-Mg-O,0.009159861093749,-2.948358721458333,2.180699999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Li,Mg,Co,None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1037287,Mg30CrCuO32,1.6859586714336303,0.404244090942585,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.07237113116105501, 0.02270889465719, 0.004258465595378001, 0.001044436955118, 0.10075943580499201, 0.004956555728836001, 0.060479463434342004, 0.014725451958033]",0.0,0.03516297941186801,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.1310549741992872,GGA_U,Cr-Cu-Mg-O,0.02243902234375,-2.937527052656249,1.0408,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,"Cr, Cu",None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1037288,Mg30CrCuO32,1.5941927735119288,0.48621294765998513,Octahedron,1,"2f, 2e, 4k, 8t, 1b, 4j, 8s, 1d",8,"[0.154876471758526, 0.077422680348219, 0.007703880775421001, 0.030373127450383, 0.13864271188590802, 0.00639502314436, 0.08905258132368901, 0.031209091688831004]",0.0,0.06695944604691713,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.131788381286543,GGA_U,Cr-Cu-Mg-O,0.026499969843749003,-2.93346610515625,0.576299999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,"Cr, Cu",None,None,None,"C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-1037298,Mg30FeCuO32,2.1775339709310004,-0.04306231854158973,Octahedron,1,"2f, 2e, 4k, 8t, 1c, 4j, 8s, 1d",8,"[0.015043610805339001, 0.0015381545474310002, 4.119018212503529e-05, 0.000211933557327, 0.012016350635837001, 0.000781901116926, 0.017946472535718003, 0.0038874139480200003]",0.0,0.006433378416090381,ABC30D32,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",2.131576079778676,GGA_U,Cu-Fe-Mg-O,0.021179152031249003,-2.913267081875,0.0,4,Tetragonal,4/mmm,P4/mmm,oxide,None,Mg,"Fe, Cu",None,None,None,"C, O",F,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
