material_id,chem_formula,R$_0$,B,C_chemenv,num_C_chemenvs,C_wyckoff,num_C_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_C_sites,num_CN_env,num_charge_states,mean_coordn_C-X,min_coordn_C-X,max_coordn_C-X,mean_coordn_C-O,min_coordn_C-O,max_coordn_C-O,mean_C_charge,min_C_charge,max_C_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_CO_BondL,CX_coordn,CO_coordn
mp-766470,Na6Ca3MnC6(O9F)2,1.364142965894052,0.2178142425969795,"Pentagonal bipyramid, Face-capped octahedron, Trigonal plane",3,1a,1,"[3.0355237682340883, 4.000815932643267, 3.6108468540605503, 0.007132102534137571, 0.013343960185135078, 0.004875893363271341, 0.0037490829314568482, 0.004017291317788556, 0.012263277518982362]",0.0,1.188063129198742,AB2C3D6E6F18,3,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Ca-F-Mn-Na-O,0.0,-2.422168639477969,4.3288,6,Triclinic,1,P1,fluoride,Na,Ca,Mn,,,,"C, N, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.301648504745564,[3.0],[3.0]
mp-766474,Sr2FeCO3F5,1.284104453566532,-0.0535161809540563,Trigonal plane,1,4e,1,[0.015173546751074646],0.0,0.015173546751074646,ABC2D3E5,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-F-Fe-O-Sr,0.0,-3.0942936299999992,2.7143,5,Monoclinic,2/m,P2_1/c,carbonate,,Sr,Fe,,,,"C, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2994543093806112,[3.0],[3.0]
mp-766492,Sr2CrCO3F5,1.315342139969119,0.0565299640243513,"Octahedron, Trigonal plane",2,4e,1,"[0.20763103820567647, 0.023746664331753996]",0.0,0.11568885126871523,ABC2D3E5,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Cr-F-O-Sr,0.0,-3.236865528958333,3.0801,5,Monoclinic,2/m,P2_1/c,carbonate,,Sr,Cr,,,,"C, O, S",F,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.2991321886907146,[3.0],[3.0]
mp-766498,LiMnCO3F2,1.381079827826381,0.298900953758575,Trigonal plane,1,4c,1,[0.2199463292282218],0.0,0.2199463292282218,ABCD2E3,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-F-Li-Mn-O,0.0450052986979185,-2.306714249220546,1.2612,5,Orthorhombic,mmm,Pnma,carbonate,Li,,Mn,,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2982766137580366,[3.0],[3.0]
mp-766510,Li12MnFe3P4(CO7)4,1.3444529401692842,0.1519085215005063,Trigonal plane,1,"1b, 1a",2,"[0.009098099620307365, 0.008550535234083324, 0.009005871584985793, 0.007054592586397744]",0.0,0.008427274756443556,AB3C4D4E12F28,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Mn-O-P,0.0482182370192312,-2.3536488268558173,3.378,6,Monoclinic,m,Pm,oxide,Li,,"Mn, Fe",,,,"C, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3008283095954327,[3.0],[3.0]
mp-766513,Li12MnNi3P4(CO7)4,1.3375066761189824,0.1390864054634411,Trigonal plane,1,"1b, 1a",2,"[0.01877109485067638, 0.018354526390533456, 0.021890461643241033, 0.006740676329517198]",0.0,0.016439189803492016,AB3C4D4E12F28,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Mn-Ni-O-P,0.0456120700000033,-2.31727722070197,2.736,6,Monoclinic,m,Pm,oxide,Li,,"Mn, Ni",,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.297523198649862,[3.0],[3.0]
mp-766539,Li12FeNi3P4(CO7)4,1.3628963655524071,0.2234003603419207,Trigonal plane,1,"1b, 1a",2,"[0.017219549512123233, 0.01620869246109549, 0.018926420582614747, 0.012083510849655324]",0.0,0.0161095433513722,AB3C4D4E12F28,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Ni-O-P,0.043298866057694,-2.298086349203296,3.0772000000000004,6,Monoclinic,m,Pm,oxide,Li,,"Fe, Ni",,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2986760508132758,[3.0],[3.0]
mp-766564,Li12Fe3NiP4(CO7)4,1.3326095653630137,0.1129798885099683,Trigonal plane,1,"1b, 1a",2,"[0.006116536443267024, 0.008761080631775917, 0.007371956431090087, 0.014215473960243368]",0.0,0.009116261866594099,AB3C4D4E12F28,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Li-Ni-O-P,0.0462251429807709,-2.3211452543956046,3.1360999999999994,6,Monoclinic,m,Pm,oxide,Li,,"Fe, Ni",,,,"C, N, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3001540669799974,[3.0],[3.0]
mp-766567,Li12Co3NiP4(CO7)4,1.3945812213749111,0.3327687546144812,"Octahedron, Trigonal plane",2,"1b, 1a",2,"[1.9908191406451285, 1.9831984953291186, 1.9805752721433194, 0.01649533795104963, 0.019003699764918672, 0.015898278827373505, 0.017234667811293236]",0.0,0.8604606989246003,AB3C4D4E12F28,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-Ni-O-P,0.0441790276923086,-2.2875265622802194,2.84,6,Monoclinic,m,Pm,oxide,Li,,"Co, Ni",,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2988867837618685,[3.0],[3.0]
mp-766677,Li12VNi3P4(CO7)4,1.3350529243428717,0.1224144273269957,Trigonal plane,1,"1b, 1a",2,"[0.022949051553527618, 0.02258726964540679, 0.02334571254239097, 0.014005946548539011]",0.0,0.020721995072466096,AB3C4D4E12F28,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Li-Ni-O-P-V,0.0492239755889425,-2.321681426703296,1.5977,6,Monoclinic,m,Pm,oxide,Li,,"V, Ni",,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2998623316758913,[3.0],[3.0]
mp-766814,Li12MnCo3P4(CO7)4,1.357646434351799,0.2011736574556276,"Octahedron, Trigonal plane",2,"1b, 1a",2,"[2.0132705344185076, 2.072362122187653, 2.019346769932908, 0.01772126986607599, 0.017859732050476498, 0.01896963262912253, 0.007015156779749332]",0.0,0.880935031123499,AB3C4D4E12F28,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-Mn-O-P,0.047109558269236,-2.319092698201969,2.0062,6,Monoclinic,m,Pm,oxide,Li,,"Mn, Co",,,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2998151009249257,[3.0],[3.0]
mp-766884,Na5Mn2P2(CO7)2,1.3359185840777346,0.1327530595120316,Trigonal plane,1,2e,1,"[0.006652053314031598, 0.06963314108741493]",0.0,0.038142597200723265,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0092842543999998,-2.325111731281773,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2984934862871214,[3.0],[3.0]
mp-766935,NaMnPCO7,1.3969907708623055,0.3685427175225089,Trigonal plane,1,1a,1,"[0.21759045709693084, 0.22432151488371305, 0.2176079786326688, 0.22614589425543988]",0.0,0.22141646121718814,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0112684249999999,-2.168168268313928,0.4923999999999999,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2934410375996146,[3.0],[3.0]
mp-767036,Li2Co(CO3)2,1.3394061352520112,0.139133956076569,"Octahedron, Trigonal plane",2,4a,1,"[3.9777556897834345, 0.035998572219516585, 0.028339329263017417]",0.0,1.3473645304219897,AB2C2D6,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-O,0.0478958502272703,-1.9333631190151512,2.2155,4,Monoclinic,m,Pc,carbonate,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2994279460952456,[3.0],[3.0]
mp-767053,Li2Co(CO3)2,1.382648575863513,0.2886908455374178,"Octahedron, Trigonal plane",2,2a,1,"[4.327188600213766, 3.870408521520039, 0.027867235485405633, 0.032417131572356886, 0.033420943607245124, 0.02413467503061677]",0.0,1.3859061845715717,AB2C2D6,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Co-Li-O,0.0440304520454519,-1.9372285171969688,1.9962,4,Triclinic,1,P1,carbonate,Li,,Co,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.299663270258212,[3.0],[3.0]
mp-767214,Li2AlPCO7,1.4371284973577694,0.4742918461915738,Trigonal plane,1,2e,1,[0.1334425338356436],0.0,0.1334425338356436,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",GGA,Al-C-Li-O-P,0.0326457256944454,-2.6524993363591265,5.361400000000001,5,Monoclinic,2/m,P2_1/m,oxide,Li,,,,Al,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3012642040021536,[3.0],[3.0]
mp-767341,Li2ScPCO7,1.4104134378064104,0.3782663894761088,Trigonal plane,1,2e,1,[0.06797207457288978],0.0,0.06797207457288978,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Li-O-P-Sc,0.047280667916663,-2.751436021359128,4.0839,5,Monoclinic,2/m,P2_1/m,oxide,Li,,Sc,,,,"C, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.302164500145196,[3.0],[3.0]
mp-767414,K2HoPCO7,1.481847177916209,0.62627362964573,Trigonal plane,1,2e,1,[0.0813533471053624],0.0,0.0813533471053624,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Ho-K-O-P,0.0237871999999974,-2.7852927386785704,4.2068,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,,,"H, C, O, P",,,Ho,,"B $\in$ [0.5, 1]",Positive B,1.3027135063878703,[3.0],[3.0]
mp-767417,K2AlPCO7,1.4687254209003684,0.6276452102611463,Trigonal plane,1,2e,1,[0.2607998933142579],0.0,0.2607998933142579,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Post-Transition Metals",R2SCAN,Al-C-K-O-P,0.032006056919192,-2.5845001395119045,4.9518,5,Monoclinic,2/m,P2_1/m,oxide,K,,,,Al,,"C, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.289199524128534,[3.0],[3.0]
mp-767430,Na3CdPCO7,1.396035721980719,0.3225702473873414,"Octahedron, Trigonal plane",2,2e,1,"[3.492134717730836, 0.0006311172193452163]",0.0,1.7463829174750907,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cd-Na-O-P,0.0,-2.2558459979831373,3.1961,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cd,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3032579773382675,[3.0],[3.0]
mp-767431,Na3SrPCO7,1.3675423247030165,0.2181334841017277,Trigonal plane,1,2e,1,[0.001459384643174153],0.0,0.001459384643174153,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,C-Na-O-P-Sr,0.0096135232692295,-2.575855352213906,4.052899999999999,5,Monoclinic,2/m,P2_1/m,oxide,Na,Sr,,,,,"C, N, O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3047973133567756,[3.0],[3.0]
mp-767462,Na2YPCO7,1.4560656260868583,0.542711693551949,Trigonal plane,1,2e,1,[0.07005716757125616],0.0,0.07005716757125616,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Na-O-P-Y,0.0272341852083393,-2.7483196731167894,4.9585,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Y,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3007579988711455,[3.0],[3.0]
mp-767518,Na2ScPCO7,1.4479677251377503,0.5453876242267579,Trigonal plane,1,2e,1,[0.09613255329334196],0.0,0.09613255329334196,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",R2SCAN,C-Na-O-P-Sc,0.0,-2.7360723702001217,4.0815,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Sc,,,,"C, N, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.2918931575519184,[3.0],[3.0]
mp-767521,Na2InPCO7,1.475093207265795,0.6064560567210282,Trigonal plane,1,2e,1,[0.06591385647951872],0.0,0.06591385647951872,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Post-Transition Metals",GGA,C-In-Na-O-P,0.0,-2.308467949505677,2.7683,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,In,,"C, N, O, P",I,,,,"B $\in$ [0.5, 1]",Positive B,1.301542677558473,[3.0],[3.0]
mp-767523,Na2SmPCO7,1.4458080103923865,0.502892387939036,Trigonal plane,1,2e,1,[0.0636193356170356],0.0,0.0636193356170356,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-O-P-Sm,0.0273129769097231,-2.739568162283456,4.4299,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P, S",,,Sm,,"B $\in$ [0.5, 1]",Positive B,1.30176687418163,[3.0],[3.0]
mp-767526,Na3CuPCO7,1.4256273092635163,0.4424298138709857,"Octahedron, Trigonal plane",2,2e,1,"[4.431868072656297, 0.01565198607360425]",0.0,2.2237600293649504,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cu-Na-O-P,0.0081905812500018,-2.1338286675985216,0.1440999999999999,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cu,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2983719141036243,[3.0],[3.0]
mp-767529,Na2TbPCO7,1.4370042663385585,0.473678826970657,Trigonal plane,1,2e,1,[0.06285976353501554],0.0,0.06285976353501554,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-O-P-Tb,0.0274830252430522,-2.754968715755678,4.647,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Tb,,"B $\in$ [0.1, 0.5]",Positive B,1.301451570123515,[3.0],[3.0]
mp-767530,BaNa3PCO7,1.4425649367738622,0.4731109710457993,Trigonal plane,1,2e,1,[0.005657805390835253],0.0,0.005657805390835253,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals",GGA,Ba-C-Na-O-P,0.0457809449999997,-2.533463693367753,3.6661,5,Monoclinic,2/m,P2_1/m,oxide,Na,Ba,,,,B,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.3064766877223104,[3.0],[3.0]
mp-767533,Na2LaPCO7,1.4670539280333863,0.5787010458686891,Trigonal plane,1,2e,1,[0.05239921052671222],0.0,0.05239921052671222,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-La-Na-O-P,0.0491287838541678,-2.7522356289501224,3.8187000000000006,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,La,,"B $\in$ [0.5, 1]",Positive B,1.3012978261847925,[3.0],[3.0]
mp-767534,Na2CuPCO7,1.3821852072203005,0.3376284093678429,"Octahedron, Trigonal plane",2,2e,1,"[2.625503777157768, 0.07534549338499832]",0.0,1.3504246352713831,ABCD2E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Cu-Na-O-P,0.0,-2.0330474897834567,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Cu,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.285565187886931,[3.0],[3.0]
mp-767538,NaCePCO7,1.4272331421594893,0.4443048736181827,"Octahedron, Trigonal plane",2,2a,1,"[2.9572911967936752, 0.16372322124248315]",0.0,1.5605072090180792,ABCDE7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Ce-Na-O-P,0.0293618327840992,-2.7295982255474693,0.9845,5,Monoclinic,2,P2_1,oxide,Na,,,,,,"C, N, O, P",,,Ce,,"B $\in$ [0.1, 0.5]",Positive B,1.3023186734296142,[3.0],[3.0]
mp-767545,Na3ZnPCO7,1.304311152050918,0.0129695362332065,Trigonal plane,1,2e,1,[0.002726831791107417],0.0,0.002726831791107417,ABCD3E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Na-O-P-Zn,0.0004144384935909,-2.29207215682929,3.8113,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Zn,,,,"C, N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.3005802957301875,[3.0],[3.0]
mp-767546,Na2AsPCO7,1.4785469730249488,0.6031220216585916,Trigonal plane,1,2e,1,[0.15793979250984708],0.0,0.15793979250984708,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals",GGA,As-C-Na-O-P,0.0102388263541621,-2.1786480374917887,3.979,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,As,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3063565768296077,[3.0],[3.0]
mp-767552,Na3CaPCO7,1.487500479546629,0.6407534179488075,"Octahedron, Trigonal plane",2,2e,1,"[3.430699606171857, 0.0012672378002287577]",0.0,1.7159834219860428,ABCD3E7,2,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals",GGA,C-Ca-Na-O-P,0.0,-2.5990081149062143,4.1204,5,Monoclinic,2/m,P2_1/m,oxide,Na,Ca,,,,,"C, N, O, P",,,,,"B $\in$ [0.5, 1]",Positive B,1.3032056364094515,[3.0],[3.0]
mp-767556,NaTiPCO7,1.442712121031529,0.4986716731047032,Trigonal plane,1,2a,1,[0.29474459186789737],0.0,0.29474459186789737,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,C-Na-O-P-Ti,0.0241354684974721,-2.637405802214136,2.6902,5,Monoclinic,2,P2_1,oxide,Na,,Ti,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.30229831739125,[3.0],[3.0]
mp-767562,Na2LuPCO7,1.447172066729402,0.5062291219390376,Trigonal plane,1,2e,1,[0.06975505928554533],0.0,0.06975505928554533,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Lu-Na-O-P,0.0148904252430579,-2.777220480755678,4.745299999999999,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Lu,,"B $\in$ [0.5, 1]",Positive B,1.3023026240976958,[3.0],[3.0]
mp-767566,Na2TmPCO7,1.4894997605283566,0.6510049546092674,Trigonal plane,1,2e,1,[0.0758520128706848],0.0,0.0758520128706848,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-O-P-Tm,0.0236919656597223,-2.7685990764501227,4.2239,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Tm,,"B $\in$ [0.5, 1]",Positive B,1.3032017657791126,[3.0],[3.0]
mp-767573,Na2ErPCO7,1.485089775179797,0.6349972188975599,Trigonal plane,1,2e,1,[0.0705051712581241],0.0,0.0705051712581241,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Er-Na-O-P,0.0264949635763871,-2.762005081866789,4.3992,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Er,,"B $\in$ [0.5, 1]",Positive B,1.303370964703996,[3.0],[3.0]
mp-767606,Na2NdPCO7,1.4705772906431676,0.5905536709651127,Trigonal plane,1,2e,1,[0.06310867342959023],0.0,0.06310867342959023,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,C-Na-Nd-O-P,0.0327751000000002,-2.7273985587417884,4.3794,5,Monoclinic,2/m,P2_1/m,oxide,Na,,,,,,"C, N, O, P",,,Nd,,"B $\in$ [0.5, 1]",Positive B,1.3014267354646731,[3.0],[3.0]
mp-767952,NaMnPCO7,1.4246652738869527,0.4697194740046452,Trigonal plane,1,4e,1,[0.317689208232042],0.0,0.317689208232042,ABCDE7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",R2SCAN,C-Mn-Na-O-P,0.0105507904545456,-2.168885902859381,0.4927,5,Monoclinic,2/m,P2_1/c,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.29267696024204,[3.0],[3.0]
mp-767960,Na2FePCO7,1.5302782600923712,0.8065181518369803,Trigonal plane,1,4e,1,[0.05886526624610974],0.0,0.05886526624610974,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0162373643749988,-2.2347224179084564,2.1595,5,Monoclinic,2/m,P2_1/c,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.2986044063041564,[3.0],[3.0]
mp-768003,Na5Mn2P2(CO7)2,1.4417998101924716,0.496965790317745,Trigonal plane,1,2e,1,"[0.036338615804422277, 0.04784072732282048]",0.0,0.04208967156362138,A2B2C2D5E14,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0045118382,-2.3298841474817733,0.0,5,Monoclinic,2/m,P2_1/m,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2990576785619112,[3.0],[3.0]
mp-768027,Na2MnPCO7,1.411770941255175,0.4073586441170788,Trigonal plane,1,1a,1,"[0.15434081243530484, 0.03263923278002699, 0.10807756130356803, 0.19177982302578278]",0.0,0.12170935738617067,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA_U,C-Mn-Na-O-P,0.0090362750000014,-2.299949864611042,0.4838,5,Triclinic,1,P1,oxide,Na,,Mn,,,,"C, N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.2957760753053535,[3.0],[3.0]
mp-768042,Na2FePCO7,1.5211303506339653,0.778090847816323,Trigonal plane,1,4e,1,[0.05694302709272459],0.0,0.05694302709272459,ABCD2E7,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,C-Fe-Na-O-P,0.0152738749999992,-2.235685907283456,2.1563,5,Monoclinic,2/m,P2_1/c,oxide,Na,,Fe,,,,"C, N, O, P",F,,,,"B $\in$ [0.5, 1]",Positive B,1.297623904222863,[3.0],[3.0]
