material_id,chem_formula,R$_0$,B,U_chemenv,num_U_chemenvs,U_wyckoff,num_U_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_U_sites,num_CN_env,num_charge_states,UX_coordn,UO_coordn,mean_coordn_U-X,min_coordn_U-X,max_coordn_U-X,mean_coordn_U-O,min_coordn_U-O,max_coordn_U-O,mean_U_charge,min_U_charge,max_U_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_UO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-504922,UPbO4,2.093028300864436,1.4044206439110174,Octahedron,1,4a,1,[0.41571467091958403],0.0,0.41571467091958403,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",2.0989603762852753,r2SCAN,O-Pb-U,0.0,-2.967640787499997,1.5098,3,Orthorhombic,mmm,Pbcm,oxide,None,None,None,None,Pb,None,"O, P",None,None,None,U,B > 1,Positive B
mp-505163,UV3O10,2.1369154564559567,0.47627953534678297,Octahedron,1,2b,1,[6.174718675061836],1.0,6.174718675061836,AB3C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.2469599129295172,GGA_U,O-U-V,0.031572182142825,-2.701913487142856,0.0,3,Orthorhombic,mmm,Fddd,oxide,None,None,V,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-505225,UPO5,2.181313670255543,0.09902171089073877,"Pentagonal bipyramid, Square pyramid",2,2i,1,"[1.753231065333489, 1.9589253840654242]",0.0,1.8560782246994565,ABC5,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.282708771855479,r2SCAN,O-P-U,0.009032623571389,-3.220146757806122,0.019199999999999003,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,None,"O, P",None,None,None,U,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-505253,U2V2O11,2.0939258115298616,0.4513151038499429,Square pyramid,1,4e,1,[2.338414042725927],0.0,2.338414042725927,A2B2C11,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.2609483763866685,GGA_U,O-U-V,0.033109101,-2.976898371999998,1.9082000000000001,3,Monoclinic,2/m,P2_1/c,oxide,None,None,V,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-510128,U(HO2)2,2.0821462629901744,0.3652241098897141,Octahedron,1,4a,1,[1.198449645445085],0.0,1.198449645445085,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals",2.150405879696669,GGA,H-O-U,0.036552254285718004,-2.576122922142855,2.258,3,Orthorhombic,mmm,Pbca,oxide,None,None,None,None,None,None,"H, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-510226,U2CuAs2(H4O5)4,2.0380741406496186,0.41654603693496994,Octahedron,1,2c,1,"[1.114309814334935, 1.179515810461377]",0.0,1.146912812398156,AB2C2D16E20,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Transition Metals",2.1438586989169823,GGA,As-Cu-H-O-U,0.0,-1.7887906197560972,1.1269,5,Tetragonal,4/m,P4/n,oxide,None,None,Cu,None,None,As,"H, C, O",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-530539,Sr4U2O9,1.9944002611317782,1.010068800490408,Octahedron,1,"1d, 1f, 2i",3,"[0.410971589460614, 0.11714676464586402, 0.24525404734331302, 0.27788164481501904, 0.354260741351818]",0.0,0.2811029575233256,A2B4C9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.182014496357992,GGA,O-Sr-U,0.001201127833336,-3.569991162833333,0.0015999999999990002,3,Triclinic,-1,P-1,oxide,None,Sr,None,None,None,None,"O, S",None,None,None,U,B > 1,Positive B
mp-531484,Y5U2O12,2.0751538155135454,0.46575820031532783,"Square-face capped trigonal prism, Octahedron",2,1a,1,"[1.167474163013746, 1.072566072211299, 1.230909062982439, 4.009581127061438, 4.024746611873324, 1.163223321518404, 4.029541123903486, 4.135344812941054]",0.0,2.604173286938149,A2B5C12,2,2,2,"[7.0, 6.0]","[7.0, 6.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.5,4.0,5.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.2501714998140376,GGA,O-U-Y,0.021474421710383003,-3.9019600014473683,0.043199999999999,3,Triclinic,1,P1,oxide,None,None,Y,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-5327,Na4UO5,2.1140680600962014,1.9656758360096256,Octahedron,1,1a,1,[0.409437417985661],0.0,0.409437417985661,AB4C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.1186835214530966,r2SCAN,Na-O-U,0.0,-2.6799839610517253,2.1446,3,Tetragonal,4/m,I4/m,oxide,Na,None,None,None,None,None,"N, O",None,None,None,U,B > 1,Positive B
mp-540610,K2U7O22,2.1144715388634863,0.4876918389708845,"Pentagonal bipyramid, Octahedron",2,"4g, 4h, 2a",3,"[0.662108029088713, 1.8735089908174871, 1.5173939885249461, 2.209213319884083]",0.0,1.5655560820788073,A2B7C22,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.194950183331425,GGA,K-O-U,0.038470877258074,-3.4717362285322553,1.4317,3,Orthorhombic,mmm,Pbam,oxide,K,None,None,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-541096,CsUNbO6,2.0770350590766755,0.7465076408352567,Pentagonal bipyramid,1,4e,1,[1.5571622920079902],0.0,1.5571622920079902,ABCD6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2268658962242776,GGA,Cs-Nb-O-U,0.0,-3.235346197183908,2.1589,4,Monoclinic,2/m,P2_1/c,oxide,Cs,None,Nb,None,None,None,"C, N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-541148,KUVO6,2.043119394884042,0.7794033638600355,Pentagonal bipyramid,1,4e,1,[1.504345583997451],0.0,1.504345583997451,ABCD6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2037793750342063,GGA_U,K-O-U-V,0.0,-2.987966934138888,1.9806,4,Monoclinic,2/m,P2_1/c,oxide,K,None,V,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-541493,UV2O8,2.1598175979672143,0.3441253552742306,Pentagonal bipyramid,1,4c,1,[1.364966354718869],0.0,1.364966354718869,AB2C8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.195955151124361,r2SCAN,O-U-V,0.0,-2.791035894545455,2.1142,3,Orthorhombic,mmm,Pnma,oxide,None,None,V,None,None,None,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-542045,UTlH(SeO4)2,2.0562257686666134,0.9114436944581753,Pentagonal bipyramid,1,4e,1,[1.8783515641532502],0.0,1.8783515641532502,ABCD2E8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",2.2348939958975564,GGA,H-O-Se-Tl-U,0.0,-1.990473768982371,2.1303,5,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,Tl,None,"H, O, S, Se",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-542317,K2U(WO5)2,2.103487740292075,0.8237594290872721,Pentagonal bipyramid,1,4c,1,[2.493806698454363],0.0,2.493806698454363,AB2C2D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.230777399371791,GGA_U,K-O-U-W,0.0,-2.655209157466665,2.0582,4,Orthorhombic,mmm,Pnma,oxide,K,None,W,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-542501,Rb2U3(TeO7)2,2.1018302298741762,0.45608999654895194,"Pentagonal bipyramid, Octahedron",2,"1a, 2i",2,"[2.8254739623897613, 1.536440328461077]",0.0,2.180957145425419,A2B2C3D14,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.1976677857427265,GGA,O-Rb-Te-U,0.0,-2.872551534206348,1.851299999999999,4,Triclinic,-1,P-1,oxide,Rb,None,None,None,None,Te,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-542558,KUCrO6,2.064629166661338,0.6954275513423608,Pentagonal bipyramid,1,4e,1,[1.599715658137569],0.0,1.599715658137569,ABCD6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2072308011132944,GGA_U,Cr-K-O-U,0.0,-2.7623031333055543,1.6413,4,Monoclinic,2/m,P2_1/c,oxide,K,None,Cr,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-545598,UCdO4,2.089577581789932,0.9043081877869981,Octahedron,1,1a,1,[2.031841080839765],0.0,2.031841080839765,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Nonmetals, Transition Metals",2.0955686424600857,r2SCAN,Cd-O-U,0.0,-2.9127084716666642,1.9644,3,Orthorhombic,mmm,Cmmm,oxide,None,None,Cd,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-546142,Na2UO4,2.1005468941728447,1.3822183553126977,Octahedron,1,1a,1,[1.735948910100314],0.0,1.735948910100314,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.1046737953404944,GGA,Na-O-U,0.035749181428572,-2.987039873251229,2.0379,3,Orthorhombic,mmm,Cmmm,oxide,Na,None,None,None,None,None,"N, O",None,None,None,U,B > 1,Positive B
mp-548479,Cs2U2O7,2.1123103687393554,0.5872612394155359,Octahedron,1,2i,1,[2.66907373457476],0.0,2.66907373457476,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.118335647012944,r2SCAN,Cs-O-U,0.0,-3.274979256755456,1.5078,3,Monoclinic,2/m,C2/m,oxide,Cs,None,None,None,None,None,"C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-548598,U(BiO3)2,2.012981343525547,0.6498523301222573,Cube,1,1a,1,[1.872336607003679],0.0,1.872336607003679,AB2C6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Post-Transition Metals",2.210601826308368,SCAN,Bi-O-U,0.039862613333331,-2.512985851111112,1.593,3,Trigonal,-3m,P-3m1,oxide,None,None,None,None,Bi,B,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-551675,Li3UO4,1.8782497543959291,1.4996283290664152,Octahedron,1,1a,1,[0.23074148152061202],0.0,0.23074148152061202,AB3C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.1553021812185578,r2SCAN,Li-O-U,0.0,-2.948547609999998,0.378,3,Tetragonal,4/mmm,I4/mmm,oxide,Li,None,None,None,None,None,O,None,None,None,U,B > 1,Positive B
mp-553996,K2UCr(IO6)2,2.0865708739110436,0.5090305883793482,Pentagonal bipyramid,1,4e,1,[1.427784206921665],0.0,1.427784206921665,ABC2D2E12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals, Transition Metals",2.231999423093424,GGA_U,Cr-I-K-O-U,0.0,-1.9427757006666662,2.141,5,Monoclinic,2/m,P2_1/c,hypoiodite,K,None,Cr,None,None,None,"C, O",I,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554037,KU2H5C4O15,2.09378984939847,0.5288040523240959,Pentagonal bipyramid,1,4f,1,[2.346218684402449],0.0,2.346218684402449,AB2C4D5E15,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.2582265423575847,GGA,C-H-K-O-U,0.049464610574846,-2.120792753277777,2.1426,5,Monoclinic,2/m,P2_1/m,oxide,K,None,None,None,None,None,"H, C, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554191,Na2UO4,2.093062276590797,1.4802634742962273,Octahedron,1,2a,1,[1.772411804865488],0.0,1.772411804865488,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.098205531201088,r2SCAN,Na-O-U,0.0,-3.022789054679803,1.866,3,Orthorhombic,mmm,Pbam,oxide,Na,None,None,None,None,None,"N, O",None,None,None,U,B > 1,Positive B
mp-554219,U(TeO3)3,2.074978977264846,0.3558633663960632,Hexagonal bipyramid,1,"4b, 4a",2,"[1.555332921671746, 2.498727962986022]",0.0,2.027030442328884,AB3C9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals",2.306535274586608,GGA,O-Te-U,0.007253469423075001,-2.139227860576923,1.8411,3,Cubic,m-3,Pa-3,oxide,None,None,None,None,None,Te,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-554226,Rb2U(MoO5)2,2.030511526812069,1.006875309435301,no_data,1,no_data,1,no_data,0.0,no_data,AB2C2D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.216692251827125,GGA_U,Mo-O-Rb-U,0.0,-2.550358435666665,2.3085,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,Mo,None,None,None,O,None,None,None,U,B > 1,Positive B
mp-554227,CaU(SeO4)2,2.100505378619306,0.5281328243142258,Octahedron,1,2i,1,[3.800995658662835],0.0,3.800995658662835,ABC2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Nonmetals",2.2440609765809407,GGA,Ca-O-Se-U,0.0,-2.494191232890623,1.9467999999999992,4,Triclinic,-1,P-1,oxide,None,Ca,None,None,None,None,"C, O, S, Se",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554617,Rb6U5V2O23,2.0849118699577227,0.6126265933108334,"Pentagonal bipyramid, Octahedron",2,4e,1,"[1.665290205146515, 2.45472062699855, 1.4881147751776291, 1.889338976056798, 1.277000009819532]",0.0,1.7548929186398048,A2B5C6D23,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.204820884360898,GGA_U,O-Rb-U-V,0.0,-3.111838479930556,1.7881,4,Monoclinic,2/m,P2_1/c,oxide,Rb,None,V,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554685,Li2U3V2O15,2.1026384052641536,0.6221374841485071,"Pentagonal bipyramid, Octahedron",2,"2b, 4e",2,"[2.284752275149391, 1.337616543424836]",0.0,1.8111844092871134,A2B2C3D15,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2114222749732626,GGA_U,Li-O-U-V,0.0,-3.07520563462121,2.2782,4,Tetragonal,4/mmm,I4_1/amd,oxide,Li,None,V,None,None,None,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554750,Rb6U(Mo2O9)2,2.110468710343503,1.0380126339303604,Octahedron,1,2b,1,[0.8521774625339801],0.0,0.8521774625339801,AB4C6D18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.1294994733952164,GGA_U,Mo-O-Rb-U,0.0,-2.3933764031034492,2.3665,4,Monoclinic,2/m,C2/c,oxide,Rb,None,Mo,None,None,None,O,None,None,None,U,B > 1,Positive B
mp-554783,KUN3O11,2.329781655903969,0.6675825516046185,no_data,1,no_data,1,no_data,0.0,no_data,ABC3D11,1,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.1449417427934603,GGA,K-N-O-U,0.00029041250000000005,-1.699957139203124,2.3262,4,Monoclinic,2/m,C2/c,oxide,K,None,None,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554887,KUNbO6,2.0664617702050405,0.7902582682302052,Pentagonal bipyramid,1,4c,1,"[2.624491056256397, 2.051256807414172]",0.0,2.3378739318352846,ABCD6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2246793255775597,GGA,K-Nb-O-U,0.0,-3.225167476916665,2.0161,4,Orthorhombic,mmm,Pnma,oxide,K,None,Nb,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554888,KUI3O11,2.1033662789189944,0.3244702063796171,Pentagonal bipyramid,1,8c,1,[1.8310714938247412],0.0,1.8310714938247412,ABC3D11,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals",2.2259750093117643,GGA,I-K-O-U,0.0,-1.687038816937499,2.2768,4,Orthorhombic,mmm,Pbca,oxide,K,None,None,None,None,None,O,I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-555232,LiU4P3O20,2.100750421373225,0.4540137197177894,"Octahedron, Square pyramid",2,4e,1,"[1.11047355023689, 1.759713508654166, 1.778460665460226, 1.214725973076741]",0.0,1.4658434243570055,AB3C4D20,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals",2.1953522554267932,GGA,Li-O-P-U,0.0,-3.229446636955781,1.838899999999999,4,Monoclinic,2/m,P2_1/c,oxide,Li,None,None,None,None,None,"O, P",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-555242,Rb6U2Mo4O21,2.0293669504718754,1.076290397945812,Pentagonal bipyramid,1,2i,1,"[1.503697404156908, 1.292934739125535]",0.0,1.3983160716412215,A2B4C6D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.223398763394186,GGA_U,Mo-O-Rb-U,0.007695265555557,-2.534443137727273,2.1941,4,Triclinic,-1,P-1,oxide,Rb,None,Mo,None,None,None,O,None,None,None,U,B > 1,Positive B
mp-555259,UTe2PbO8,2.0860346415617257,0.7122594114499152,Octahedron,1,4e,1,[3.942631264399468],0.0,3.942631264399468,ABC2D8,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Metalloids, Nonmetals, Post-Transition Metals",2.199746609151849,r2SCAN,O-Pb-Te-U,0.0,-2.256445499236097,1.9725000000000001,4,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,Pb,Te,"O, P",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-555451,Sr3U(Te2O7)2,2.0619149321224155,0.2567805756012153,Octahedron,1,2d,1,[0.8222056288768671],0.0,0.8222056288768671,AB3C4D14,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.1286399678216696,GGA,O-Sr-Te-U,0.0,-2.5250999173484843,1.9479000000000002,4,Monoclinic,2/m,C2/c,oxide,None,Sr,None,None,None,Te,"O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-555561,BaU(SiO4)2,2.0319953630937757,0.3878457173690233,Octahedron,1,2c,1,[1.4128275868193492],0.0,1.4128275868193492,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkaline Earth Metals, Metalloids, Nonmetals",2.1129176001909253,r2SCAN,Ba-O-Si-U,0.018069972152769002,-3.452390772916666,2.3906,4,Orthorhombic,mmm,Cmcm,silicate,None,Ba,None,None,None,"B, Si","O, S",None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-555626,Na2Li8U11(WO22)2,2.0925433764055965,0.5473979925965604,"Pentagonal bipyramid, Octahedron",2,"1e, 2i",2,"[1.687108746737244, 1.697880384141543, 1.615445221589071, 2.462638223330959, 1.610328701751474, 5.821090746202336]",0.167,2.4824153372921045,A2B2C8D11E44,2,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2045369442510974,GGA_U,Li-Na-O-U-W,0.015343887761197002,-3.180109680439182,1.300599999999999,5,Triclinic,-1,P-1,oxide,"Li, Na",None,W,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-555784,Na2U(MoO5)2,2.0662456305440875,0.6704053810040648,Pentagonal bipyramid,1,4a,1,[1.304501135652871],0.0,1.304501135652871,AB2C2D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2147320890382356,GGA_U,Mo-Na-O-U,0.0052936476666660005,-2.501336907183907,2.2616,4,Orthorhombic,222,P2_12_12_1,oxide,Na,None,Mo,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-555974,Rb2U(SiO3)4,2.116735392200056,1.4609888265139663,Octahedron,1,2i,1,[0.9841064383252921],0.0,0.9841064383252921,AB2C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.1295793463699937,GGA,O-Rb-Si-U,0.0,-3.222836115526317,2.4493,4,Triclinic,-1,P-1,oxide,Rb,None,None,None,None,Si,"O, S",None,None,None,U,B > 1,Positive B
mp-555988,Na4UCr3O14,2.028518764100361,0.9811817752136343,Pentagonal bipyramid,1,2i,1,[1.3421136808623522],0.0,1.3421136808623522,AB3C4D14,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.211462124930768,GGA_U,Cr-Na-O-U,0.0,-2.228144332978057,2.0333,4,Triclinic,-1,P-1,oxide,Na,None,Cr,None,None,None,"C, N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-556102,Na2U(WO5)2,2.063111705821002,0.9159221859580248,Pentagonal bipyramid,1,2i,1,[2.775241363538241],0.0,2.775241363538241,AB2C2D10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Nonmetals, Transition Metals",2.2180289413165153,GGA_U,Na-O-U-W,0.0,-2.617479555850574,2.0214,4,Triclinic,-1,P-1,oxide,Na,None,W,None,None,None,"N, O",None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-556156,LiUBO5,2.112204634790632,0.6260670494067361,Pentagonal bipyramid,1,4e,1,[2.04282864910447],0.0,2.04282864910447,ABCD5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.218357433343922,GGA,B-Li-O-U,0.004834398124998,-3.179332528124998,2.0538,4,Monoclinic,2/m,P2_1/c,oxide,Li,None,None,None,None,B,O,None,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-556212,K4U5Te2O21,2.078837693306382,0.46655865095026766,"Pentagonal bipyramid, Octahedron",2,"1a, 2i",2,"[1.413469519299696, 1.6987531490723802, 2.738178391659398]",0.0,1.950133686677158,A2B4C5D21,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,6.0,6.0,6.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Metalloids, Nonmetals",2.189990454616197,r2SCAN,K-O-Te-U,0.0,-3.029818397729165,1.7690000000000001,4,Triclinic,-1,P-1,oxide,K,None,None,None,None,Te,O,None,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
