material_id,chem_formula,R$_0$,B,Hf_chemenv,num_Hf_chemenvs,Hf_wyckoff,num_Hf_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Hf_sites,num_CN_env,num_charge_states,HfX_coordn,HfO_coordn,mean_coordn_Hf-X,min_coordn_Hf-X,max_coordn_Hf-X,mean_coordn_Hf-O,min_coordn_Hf-O,max_coordn_Hf-O,mean_Hf_charge,min_Hf_charge,max_Hf_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HfO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-27221,Ca2Hf7O16,1.8171871421310375,0.5980928295743111,"Square-face capped trigonal prism, Octahedron",2,"6f, 1a",2,"[2.695658566954835, 0.576200926673016]",0.0,1.6359297468139256,A2B7C16,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.131067083857366,r2SCAN,Ca-Hf-O,0.002390441199981,-3.834269702800004,4.3048,3,Trigonal,-3,R-3,oxide,None,Ca,Hf,None,None,None,"H, C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-2724101,Li2HfO3,2.111551418499306,-0.034346221329438216,Octahedron,1,1a,1,[0.482145408786504],0.0,0.482145408786504,AB2C3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.0972207445560525,GGA,Hf-Li-O,0.0,-3.170408328611111,4.0573,3,Orthorhombic,mmm,Cmmm,oxide,Li,None,Hf,None,None,None,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-2755143,Ba4Hf3O10,1.9961399416864214,0.22849776952497342,Octahedron,1,"2a, 4d",2,"[1.3961846160773452e-05, 0.001635371211615]",0.0,0.0008246665288878868,A3B4C10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.085268762831242,r2SCAN,Ba-Hf-O,0.0,-3.586444367352943,3.531699999999999,3,Tetragonal,mmm,I4/mmm,oxide,None,Ba,Hf,None,None,B,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3378,SrHfO3,2.0606968868785756,0.032998183961914694,Octahedron,1,4b,1,[0.008055549197446001],0.0,0.008055549197446001,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.07358910813744,r2SCAN,Hf-O-Sr,0.0,-3.72149536,4.1704,3,Orthorhombic,mmm,Pnma,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-352,HfO2,1.9691887057644872,0.38714290789336925,Square-face capped trigonal prism,1,4e,1,[2.24930507121268],0.0,2.24930507121268,AB2,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.1354816518578077,r2SCAN,Hf-O,0.0,-3.909381520000003,4.0165,2,Monoclinic,2/m,P2_1/c,oxide,None,None,Hf,None,None,None,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-35799,Hf2Bi2O7,2.0250131002946103,0.11772417865126927,Octahedron,1,2c,1,"[0.804427293015583, 0.7946221828855811]",0.0,0.7995247379505821,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",2.0731853377096177,r2SCAN,Bi-Hf-O,0.008158152954543,-2.724993225454547,2.936799999999999,3,Monoclinic,2,C2,oxide,None,None,Hf,None,Bi,B,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3721,SrHfO3,2.0709235011252227,-0.00872428300162353,Octahedron,1,2c,1,[9.403937850441343e-06],0.0,9.403937850441343e-06,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.0673639823191525,r2SCAN,Hf-O-Sr,0.0040905669999980005,-3.717404793,4.0578,3,Tetragonal,4/mmm,I4/mcm,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-40161,NaHf2(PO4)3,1.9078509260136471,0.3909765137462035,Octahedron,1,4c,1,[0.14059650843402402],0.0,0.14059650843402402,AB2C3D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.067143012658663,GGA,Hf-Na-O-P,0.0,-3.250018321128214,5.029999999999999,4,Trigonal,-3m,R-3c,phosphate,Na,None,Hf,None,None,None,"H, N, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4673,SrHfO3,2.060568015456152,0.022368114570391135,Octahedron,1,4d,1,[0.0019142724287620001],0.0,0.0019142724287620001,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.0697073682599623,r2SCAN,Hf-O-Sr,0.003748272000002,-3.717747087999998,3.9535,3,Orthorhombic,mmm,Cmcm,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-531956,Hf3Sc4O12,1.8122094249680891,0.6466595001569705,"Square-face capped trigonal prism, Octahedron",2,1a,1,"[0.9587197433327951, 0.9863770189244001, 3.806748726712018, 3.7930175665577233, 3.658390780052647, 4.168708902852894, 3.853682927367839, 3.842054099358299, 4.045863706860857]",0.0,3.2348403857799415,A3B4C12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.1558342907599233,GGA,Hf-O-Sc,0.016244107105265002,-3.865875500131579,4.1217,3,Triclinic,1,P1,oxide,None,None,"Sc, Hf",None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-532704,K2YHf(PO4)3,2.0310786729712116,0.10339260272544562,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.0732482752106836,GGA,Hf-K-O-P-Y,0.0,-3.204067813404136,4.7808,5,Triclinic,1,P1,phosphate,K,None,"Y, Hf",None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-545548,BaHf(PO4)2,1.8297893842410011,0.5830718496807423,Octahedron,1,1a,1,[0.266980959633953],0.0,0.266980959633953,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.066986021157,GGA,Ba-Hf-O-P,0.0,-3.350602843273808,4.9273,4,Monoclinic,2/m,C2/m,phosphate,None,Ba,Hf,None,None,B,"H, O, P",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-550908,SrHfO3,2.064087203199501,0.007359918446198587,Octahedron,1,2b,1,[6.701791252739139e-06],0.0,6.701791252739139e-06,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.0670912341989127,r2SCAN,Hf-O-Sr,0.011285950000001,-3.7102094099999983,3.6763999999999992,3,Tetragonal,4/mmm,P4/mbm,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-555344,Hf2P2O9,1.915909581715605,0.3744497617205621,"Pentagonal bipyramid, Octahedron",2,2i,1,"[0.6710492333740621, 2.704656646606154]",0.0,1.6878529399901079,A2B2C9,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.1003279717391123,r2SCAN,Hf-O-P,0.0,-3.192474256611722,4.9045000000000005,3,Monoclinic,2/m,C2/m,oxide,None,None,Hf,None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-555607,K8Hf(MoO4)6,1.8403587371872263,0.607710699841159,Octahedron,1,2a,1,[0.07471335546378001],0.0,0.07471335546378001,AB6C8D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.086808953389251,GGA_U,Hf-K-Mo-O,0.0,-2.323178935846153,4.0372,4,Monoclinic,2/m,P2_1/c,oxide,K,None,"Mo, Hf",None,None,None,"H, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-555720,Dy2Hf2(MoO4)7,1.9164744097789506,0.4026848915330071,Octahedron,1,4f,1,[0.349776293542902],0.0,0.349776293542902,A2B2C7D28,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.0801020082157655,GGA_U,Dy-Hf-Mo-O,0.0,-2.5884946439316243,3.2263,4,Monoclinic,2/m,C2/c,oxide,None,None,"Mo, Hf",None,None,None,"H, O",None,None,Dy,None,"B $\in$ [0.1, 0.5]",Positive B
mp-558067,Na8Hf(MoO4)6,2.142003837619307,-0.14905788490381772,Octahedron,1,2a,1,[0.06891881315996301],0.0,0.06891881315996301,AB6C8D24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.081555580119706,GGA_U,Hf-Mo-Na-O,0.008194517371806001,-2.259928600923961,4.0704,4,Monoclinic,2/m,P2_1/c,oxide,Na,None,"Mo, Hf",None,None,None,"H, N, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-558164,CaHf4O9,1.8910065041945234,0.49201010069424045,"Cube, Square-face capped trigonal prism, Octahedron",3,"4f, 2e",2,"[4.76878830912755, 3.561247529477657, 1.077280693330189, 3.308175083846534, 1.2788696441646321, 3.141262074256399, 1.7544950933567431, 3.345412252025849, 3.711057396411606]",0.0,2.8829542306663507,AB4C9,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.151639744427776,GGA,Ca-Hf-O,0.010044748839284,-3.8344069711607203,4.4894,3,Monoclinic,2/m,C2/c,oxide,None,Ca,Hf,None,None,None,"H, C, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-558489,Ca6Hf19O44,1.7509901303677378,0.7913995662232202,"Cube, Pentagonal bipyramid, Square-face capped trigonal prism, Octahedron",4,"6e, 2a, 12f",3,"[1.184414320496948, 3.675463187862567, 3.173042150346058, 1.9195783688187222, 1.468295209357273]",0.0,2.2841586473763136,A6B19C44,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.1542934520342256,GGA,Ca-Hf-O,0.018331319384049003,-3.812005226702892,4.0197,3,Trigonal,-3m,R-3c,oxide,None,Ca,Hf,None,None,None,"H, C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-558963,HfNi5(BO5)2,1.9240648814568058,0.4020264369400913,Octahedron,1,4c,1,[0.514301385990255],0.0,0.514301385990255,AB2C5D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.090937218363043,GGA_U,B-Hf-Ni-O,0.0,-2.151686976712963,3.165499999999999,4,Orthorhombic,mmm,Pnma,oxide,None,None,"Ni, Hf",None,None,B,"H, N, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559188,Hf(MoO4)2,2.177564413206168,0.021950318286830008,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[0.417270646325665],0.0,0.417270646325665,AB2C8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.204584538525404,GGA_U,Hf-Mo-O,0.029745362575773003,-2.490040391818182,2.9530000000000003,3,Monoclinic,2/m,C2/c,oxide,None,None,"Mo, Hf",None,None,None,"H, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-559617,HfB2O5,1.9210033882906525,0.43505565084625253,Square antiprism,1,4e,1,[1.387077465885308],0.0,1.387077465885308,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Transition Metals",2.2048394716542212,r2SCAN,B-Hf-O,0.0,-3.0848211137500012,4.4146,3,Monoclinic,2/m,P2_1/c,diborate,None,None,Hf,None,None,B,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-647350,Rb5HfFe(MoO4)6,1.9178601169755436,0.38919791647389523,Octahedron,1,2b,1,[0.083220400521108],0.0,0.083220400521108,ABC5D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.075806105651279,GGA_U,Fe-Hf-Mo-O-Rb,0.038250913423405,-2.21517102141892,3.2283,5,Hexagonal,6,P6_3,oxide,Rb,None,"Fe, Mo, Hf",None,None,None,"H, O",F,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-669414,HfPbO3,1.9924425967226713,0.29632184589988325,Octahedron,1,4c,1,"[0.25918525699107403, 0.328937450027666]",0.0,0.29406135350937,ABC3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.102143263407657,GGA,Hf-O-Pb,0.012511746562491,-2.835820723437493,2.779499999999999,3,Orthorhombic,mm2,Pba2,oxide,None,None,Hf,None,Pb,None,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-675093,Hf2N2O,1.839176821303734,0.5162788213502851,"Trigonal prism, Octahedron",2,1a,1,"[5.408851856644321, 1.7459073255389992, 5.272295912646951, 5.377675810094681, 5.446899709475889, 5.67181199066606, 1.524324200206997, 5.573923073173436, 5.45179516755701, 1.62952368853083, 1.432416384082623, 5.339853690589709, 5.569297778845947, 5.264188205646992, 5.512575342857485, 5.345361839034021]",0.75,4.472918873474496,AB2C2,2,3,1,"[2.0, 1.0, 3.0]","[2.0, 1.0, 3.0]",2.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,2,2,O2-,"Nonmetals, Transition Metals",2.1979644553106614,r2SCAN,Hf-N-O,0.002273070500001,-2.531268328249999,2.0512,3,Triclinic,1,P1,oxide,None,None,Hf,None,None,None,"H, N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-676653,Lu4Hf3O12,1.8739534886845899,0.5384682935201213,"Square-face capped trigonal prism, Octahedron",2,2i,1,"[1.119479047245475, 3.958760684961161, 4.524580263092178]",0.0,3.2009399984329376,A3B4C12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.1186120112216402,r2SCAN,Hf-Lu-O,0.0,-4.010685961403507,4.7135,3,Triclinic,-1,P-1,oxide,None,None,Hf,None,None,None,"H, O",None,None,Lu,None,"B $\in$ [0.5, 1]",Positive B
mp-685097,HfO2,2.0025144135103985,0.32394227681866006,Square-face capped trigonal prism,1,4a,1,[2.353673773158204],0.0,2.353673773158204,AB2,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.1377658933622246,r2SCAN,Hf-O,0.021979467500003003,-3.8874020525,4.4148,2,Orthorhombic,mm2,Pca2_1,oxide,None,None,Hf,None,None,None,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-685490,Hf3Sc4O12,1.852994064079057,0.5766006294494621,"Square-face capped trigonal prism, Octahedron",2,1a,1,"[0.9823472927356961, 3.660490726338945, 0.9838936780766431, 4.267514391491849, 3.886312362791724, 3.7031523721113313, 4.385884618499744, 4.17175308160941, 4.132714424672397, 3.789004472021583, 4.288268633900735, 3.923948422484192, 3.92340660464923, 3.920778699035693, 4.175980552914567]",0.0,3.613030022222249,A3B4C12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.166520912424909,GGA,Hf-O-Sc,0.018936210263156002,-3.863183396973689,3.9078,3,Triclinic,1,P1,oxide,None,None,"Sc, Hf",None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-693284,Ca3Hf2Fe2SiO12,1.8692992256263214,0.5426283823938829,Octahedron,1,8c,1,[0.15554446357318602],0.0,0.15554446357318602,AB2C2D3E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Metalloids, Nonmetals, Transition Metals",2.09038770907725,GGA_U,Ca-Fe-Hf-O-Si,0.0,-3.20760764675,2.694,5,Tetragonal,4/mmm,I4_1/acd,oxide,None,Ca,"Fe, Hf",None,None,Si,"H, C, O, S",F,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-697304,K4Hf3Mn(PO4)6,1.9457221582508928,0.2547211662609759,no_data,1,no_data,1,no_data,0.0,no_data,AB3C4D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.049103202555168,r2SCAN,Hf-K-Mn-O-P,0.020808962631589,-3.000134102889163,3.778299999999999,5,Monoclinic,2,P2_1,phosphate,K,None,"Mn, Hf",None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-697913,HfP2(H3O5)2,1.9999704515787144,0.1642541134395084,Octahedron,1,2a,1,[0.061201063567231005],0.0,0.061201063567231005,AB2C6D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.0694202693492167,GGA,H-Hf-O-P,0.016905890394754,-2.033496044129063,5.2369,4,Monoclinic,2,P2_1,oxide,None,None,Hf,None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-705900,Hf3Tl10Mo12PbO48,1.471568007267936,1.4517960823955096,Octahedron,1,"2c, 1a",2,"[0.0036383806801660004, 0.27074471685678403]",0.0,0.137191548768475,AB3C10D12E48,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",2.0602723753685077,r2SCAN,Hf-Mo-O-Pb-Tl,0.0,-2.074633520045076,2.8327,5,Trigonal,-3,R-3,oxide,None,None,"Mo, Hf",None,"Tl, Pb",None,"H, O, P",None,None,None,None,B > 1,Positive B
mp-720802,Na6HfH8S5O24,2.0623824062797813,0.20764405853698326,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,[1.358567011302709],0.0,1.358567011302709,AB5C6D8E24,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",2.2077451239927486,GGA,H-Hf-Na-O-S,0.004166310340909,-2.011120113313087,4.6697,5,Monoclinic,2,P2_1,oxide,Na,None,Hf,None,None,None,"H, N, O, S",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-752396,Ca2HfO4,2.062405122292435,0.0923138119815832,Octahedron,1,4a,1,[0.058101020838855],0.0,0.058101020838855,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.099448952668592,GGA,Ca-Hf-O,0.0250919975,-3.559156406785715,4.5308,3,Orthorhombic,mmm,Pbca,oxide,None,Ca,Hf,None,None,None,"H, C, O",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-752413,Ca2HfO4,1.8489173236697618,0.6180073955290405,Octahedron,1,2a,1,[0.623874004100045],0.0,0.623874004100045,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.1004627735255315,r2SCAN,Ca-Hf-O,0.00785210857143,-3.576396295714285,3.8409999999999993,3,Orthorhombic,mmm,Pbam,oxide,None,Ca,Hf,None,None,None,"H, C, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-752537,Sr2HfO4,1.7608278577236665,0.9264403493749022,Octahedron,1,2a,1,[0.7852645811440531],0.0,0.7852645811440531,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.137913670294832,GGA,Hf-O-Sr,0.046417888571426,-3.461492487142862,3.4581,3,Orthorhombic,mmm,Pbam,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-752581,Sr2HfO4,2.2483064242223865,-0.4533489389770442,Octahedron,1,4a,1,[0.013741189531994002],0.0,0.013741189531994002,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.063834445162836,r2SCAN,Hf-O-Sr,0.014312722142857,-3.493597653571431,3.988599999999999,3,Tetragonal,4/mmm,I4_1/acd,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-752691,Sr3Hf2O7,2.05282674861392,0.05158778426312397,Octahedron,1,4f,1,[0.007788570608972],0.0,0.007788570608972,A2B3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",2.066101333507848,r2SCAN,Hf-O-Sr,0.008783198333333,-3.588120920833335,4.2495,3,Orthorhombic,mmm,Ccce,oxide,None,Sr,Hf,None,None,None,"H, O, S",None,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-753794,Hf2P2O9,1.9083894629337892,0.4086318757343669,Pentagonal bipyramid,1,4f,1,[0.8280470273041901],0.0,0.8280470273041901,A2B2C9,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.129455211706855,r2SCAN,Hf-O-P,0.005715991538460001,-3.18675826507326,4.9365,3,Orthorhombic,mmm,Cmce,oxide,None,None,Hf,None,None,None,"H, O, P",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-753917,Y2HfO5,2.035500407296117,0.17808100073835567,Octahedron,1,2a,1,[0.239097982722825],0.0,0.239097982722825,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",2.109062519336017,GGA,Hf-O-Y,0.028923193906248004,-3.883152312734381,4.5615,3,Monoclinic,2/m,C2/c,oxide,None,None,"Y, Hf",None,None,None,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-754041,Gd2HfO5,1.915068559391841,0.5022087067585439,Octahedron,1,2c,1,[3.164699425220545],0.0,3.164699425220545,AB2C5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.1225317232195646,GGA,Gd-Hf-O,0.0286848175,-3.809297012343748,3.202299999999999,3,Orthorhombic,mmm,Cmcm,oxide,None,None,Hf,None,None,None,"H, O",None,None,Gd,None,"B $\in$ [0.5, 1]",Positive B
mp-754128,Ba3Hf2O7,2.006132379581916,0.2123340396497831,Octahedron,1,2e,1,[0.001384881260279],0.0,0.001384881260279,A2B3C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.085711855568618,r2SCAN,Ba-Hf-O,0.0,-3.6430178729166682,3.5653,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,Hf,None,None,B,"H, O",None,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-754363,Ba2HfO4,2.141485910497127,-0.137603968127226,Octahedron,1,1a,1,[0.001242693454298],0.0,0.001242693454298,AB2C4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",2.0854933706406578,r2SCAN,Ba-Hf-O,0.0,-3.536360435714286,3.437,3,Tetragonal,4/mmm,I4/mmm,oxide,None,Ba,Hf,None,None,B,"H, O",None,None,None,None,"B $\in$ [-1, -0.1]",Negative B
mp-754668,Hf3N2O3,1.8476765656289313,0.5909880267369161,Octahedron,1,1a,1,"[4.625420812068181, 4.377809066884253, 4.066632834288964, 5.076697871749394, 4.5719031117638504, 3.6374480594361973]",0.167,4.39265195936514,A2B3C3,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,4.0,4.0,4.0,2.0,2,2,O2-,"Nonmetals, Transition Metals",2.1662858348465956,GGA,Hf-N-O,0.037610853124999004,-3.073714271874999,3.261799999999999,3,Monoclinic,m,Cm,oxide,None,None,Hf,None,None,None,"H, N, O",None,None,None,None,"B $\in$ [0.5, 1]",Positive B
