material_id,chem_formula,R0,B,CN_raw,mean_charge,min_charge,max_charge,chemenv,Y_wyckoff,num_Y_chemenvs,CN,element,charge_range,is_single_charge
mp-772833,Y2HfO5,2.390762442916001,-0.0142200429829412,[7.0],3.0,3.0,3.0,Face-capped octahedron,4c,1,7.0,Y,0.0,True
mp-773102,Ce4YO9,4.377374843188331,-3.004554969868956,[6.0],3.0,3.0,3.0,Trigonal prism,1a,1,6.0,Y,0.0,True
mp-774554,Li2Y14Ti14(S2O5)7,2.241712428397584,0.2142661068919325,[4.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2i,1,4.0,Y,0.0,True
mp-774710,Ba14Y7(Cu10O21)2,2.059266664821324,0.3686896495089022,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-774711,Ba14LiY7(Cu10O21)2,2.0003067177219465,0.4286191441516355,[8.0],3.0,3.0,3.0,Cube,1a,1,8.0,Y,0.0,True
mp-774838,Li2Y14Ti14(S2O5)7,2.237023875214157,0.2190248538020853,[4.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),2i,1,4.0,Y,0.0,True
mp-775907,Y2O3,1.944355663555004,0.5055943611132045,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2e,2,6.0,Y,0.0,True
mp-775907,Y2O3,1.944355663555004,0.5055943611132045,"[6.0, 7.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Octahedron",2e,2,7.0,Y,0.0,True
mp-779456,Y2ReO5,1.6943672007469832,0.7859910967555703,[8.0],3.0,3.0,3.0,Square antiprism,8g,1,8.0,Y,0.0,True
mp-850669,YTa3O9,2.726891353221361,-0.2032679438241151,[9.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),4c,1,9.0,Y,0.0,True
mp-866310,Ba2YB2ClO6,1.3891177063240223,1.1553414277930858,[7.0],3.0,3.0,3.0,Square-face capped trigonal prism,2e,1,7.0,Y,0.0,True
mp-867628,Y6Cu11O24,2.314241207511644,0.0459562669425633,"[8.0, 8.0]",3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2i,1,8.0,Y,0.0,True
mp-867628,Y6Cu11O24,2.314241207511644,0.0459562669425633,"[8.0, 8.0]",3.0,3.0,3.0,Dodecahedron with triangular faces - p2345 plane normalized,2i,1,8.0,Y,0.0,True
mp-8869,Y2S2O,2.558922826734951,-0.4077145913399482,"[3.0, 1.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal prism",4e,2,3.0,Y,0.0,True
mp-8869,Y2S2O,2.558922826734951,-0.4077145913399482,"[3.0, 1.0]",3.0,3.0,3.0,"Square-face capped trigonal prism, Trigonal prism",4e,2,1.0,Y,0.0,True
mp-8985,Ba2YC2(O2F)3,2.038754630342466,0.3864395142833686,[6.0],3.0,3.0,3.0,Tricapped triangular prism (three square-face caps),4c,1,6.0,Y,0.0,True
mp-9427,NaYP2O7,2.083970937136012,0.2754993144264967,[6.0],3.0,3.0,3.0,Octahedron,2a,1,6.0,Y,0.0,True
mp-9656,BaY2PdO5,1.0236445568296173,1.5082873723920185,[8.0],3.0,3.0,3.0,Square-face bicapped trigonal prism,4h,1,8.0,Y,0.0,True
mp-981511,Y3SbO7,1.9879438301314103,0.4321309208111454,"[7.0, 8.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","4g, 2b",2,7.0,Y,0.0,True
mp-981511,Y3SbO7,1.9879438301314103,0.4321309208111454,"[7.0, 8.0]",3.0,3.0,3.0,"Cube, Pentagonal bipyramid","4g, 2b",2,8.0,Y,0.0,True
